#Insert size (bp)	insert size
228.0	4778.0
229.0	4629.0
230.0	4398.0
231.0	4340.0
232.0	4296.0
233.0	4044.0
234.0	3976.0
235.0	3835.0
236.0	3940.0
237.0	3733.0
238.0	3684.0
239.0	3734.0
240.0	3609.0
241.0	3452.0
242.0	3364.0
243.0	3335.0
244.0	3251.0
245.0	3198.0
246.0	3234.0
247.0	3164.0
248.0	3182.0
249.0	3075.0
250.0	2962.0
251.0	3029.0
252.0	2890.0
253.0	2943.0
254.0	2916.0
255.0	2930.0
256.0	2846.0
257.0	2907.0
258.0	2910.0
259.0	2836.0
260.0	2820.0
261.0	2836.0
262.0	2823.0
263.0	2797.0
264.0	2702.0
265.0	2788.0
266.0	2684.0
267.0	2610.0
268.0	2595.0
269.0	2573.0
270.0	2681.0
271.0	2723.0
272.0	2661.0
273.0	2666.0
274.0	2604.0
275.0	2597.0
276.0	2624.0
277.0	2666.0
278.0	2664.0
279.0	2545.0
280.0	2598.0
281.0	2613.0
282.0	2621.0
283.0	2631.0
284.0	2590.0
285.0	2674.0
286.0	2576.0
287.0	2564.0
288.0	2641.0
289.0	2591.0
290.0	2605.0
291.0	2727.0
292.0	2816.0
293.0	2644.0
294.0	2766.0
295.0	2806.0
296.0	2778.0
297.0	2866.0
298.0	2778.0
299.0	2967.0
300.0	3021.0
301.0	2971.0
302.0	3096.0
303.0	3064.0
304.0	3074.0
305.0	3055.0
306.0	3165.0
307.0	3110.0
308.0	3226.0
309.0	3267.0
310.0	3307.0
311.0	3230.0
312.0	3338.0
313.0	3367.0
314.0	3466.0
315.0	3455.0
316.0	3468.0
317.0	3643.0
318.0	3552.0
319.0	3529.0
320.0	3593.0
321.0	3436.0
322.0	3505.0
323.0	3460.0
324.0	3399.0
325.0	3407.0
326.0	3399.0
327.0	3350.0
328.0	3280.0
329.0	3323.0
330.0	3216.0
331.0	3208.0
332.0	3165.0
333.0	3064.0
334.0	3066.0
335.0	3049.0
336.0	2976.0
337.0	3000.0
338.0	2886.0
339.0	2921.0
340.0	2822.0
341.0	2775.0
342.0	2705.0
343.0	2739.0
344.0	2726.0
345.0	2581.0
346.0	2513.0
347.0	2467.0
348.0	2482.0
349.0	2354.0
350.0	2380.0
351.0	2268.0
352.0	2302.0
353.0	2241.0
354.0	2212.0
355.0	2137.0
356.0	2091.0
357.0	2048.0
358.0	2027.0
359.0	2004.0
360.0	1971.0
361.0	1891.0
362.0	1950.0
363.0	1772.0
364.0	1813.0
365.0	1723.0
366.0	1695.0
367.0	1611.0
368.0	1567.0
369.0	1540.0
370.0	1523.0
371.0	1500.0
372.0	1452.0
373.0	1408.0
374.0	1387.0
375.0	1320.0
376.0	1359.0
377.0	1255.0
378.0	1203.0
379.0	1196.0
380.0	1154.0
381.0	1142.0
382.0	1068.0
383.0	1069.0
384.0	1006.0
385.0	996.0
386.0	958.0
387.0	930.0
388.0	913.0
389.0	800.0
390.0	847.0
391.0	790.0
392.0	805.0
393.0	721.0
394.0	704.0
395.0	706.0
396.0	699.0
397.0	634.0
398.0	628.0
399.0	666.0
400.0	582.0
401.0	569.0
402.0	536.0
403.0	540.0
404.0	541.0
405.0	528.0
406.0	478.0
407.0	456.0
408.0	423.0
