#GC Content (%)	Sample
1.0	0.0
2.0	2.551326306980684E-6
3.0	0.0
4.0	0.0
5.0	3.826989460471026E-6
6.0	2.551326306980684E-6
7.0	6.3783157674517105E-6
8.0	2.1686273609335816E-5
9.0	4.4648210372161975E-5
10.0	4.7199536679142655E-5
11.0	1.3011764165601488E-4
12.0	5.140922508566078E-4
13.0	0.0016685674047653672
14.0	0.004871757583179617
15.0	0.012409651157154046
16.0	0.025432896291136948
17.0	0.04390577441683059
18.0	0.06509198806999819
19.0	0.08377407495286425
20.0	0.09673353692917262
21.0	0.10225715838378581
22.0	0.1003436636535503
23.0	0.09231719109178906
24.0	0.08126612119310223
25.0	0.07330981010478298
26.0	0.048901271325898776
27.0	0.04295540536748028
28.0	0.03374894438874049
29.0	0.02539845338599271
30.0	0.01855069357805655
31.0	0.013630460795044302
32.0	0.009691212977066129
33.0	0.006968947807517739
34.0	0.004875584572640088
35.0	0.0035897161139218222
36.0	0.0023701821391850556
37.0	0.001736177551900355
38.0	0.0011761614275180954
39.0	7.577439131732631E-4
40.0	4.809250088658589E-4
41.0	3.1636446206560477E-4
42.0	2.0283044140496437E-4
43.0	1.3649595742346658E-4
44.0	7.653978920942053E-5
45.0	4.337254721867164E-5
46.0	3.571856829772958E-5
47.0	2.296193676282616E-5
48.0	2.1686273609335813E-5
49.0	1.403229468839376E-5
50.0	3.571856829772957E-5
51.0	1.6583620995374447E-5
52.0	5.102652613961368E-6
53.0	6.3783157674517105E-6
54.0	5.102652613961368E-6
55.0	5.102652613961368E-6
56.0	7.653978920942052E-6
57.0	3.826989460471026E-6
58.0	6.3783157674517105E-6
59.0	1.275663153490342E-6
60.0	6.3783157674517105E-6
61.0	1.275663153490342E-6
62.0	1.275663153490342E-6
63.0	5.102652613961368E-6
64.0	2.551326306980684E-6
65.0	1.275663153490342E-6
66.0	2.551326306980684E-6
67.0	6.37831576745171E-6
68.0	0.0
69.0	0.0
70.0	0.0
71.0	0.0
72.0	5.102652613961368E-6
73.0	0.0
74.0	0.0
75.0	3.826989460471026E-6
76.0	0.0
77.0	1.275663153490342E-6
78.0	0.0
79.0	1.275663153490342E-6
80.0	2.551326306980684E-6
81.0	0.0
82.0	0.0
83.0	0.0
84.0	0.0
85.0	0.0
86.0	0.0
87.0	0.0
88.0	1.275663153490342E-6
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	7.653978920942052E-6
