#Position (bp)	insert size
1.7450461405E9	197.6312983881203
1.7528890445E9	198.2225988700565
1.7607319485E9	197.8841904242259
1.7685748525E9	198.41712253829323
1.7764177565E9	198.21107219827587
1.7842606605E9	198.4484565278958
1.7921035645E9	196.91055756324212
1.7999464685E9	197.6657295850067
1.8077893725E9	196.46863837691097
1.8138093575E9	195.80283911671924
1.8177308095E9	198.15636042402826
1.8234751805E9	198.86788341051485
1.8313180845E9	198.8388625592417
1.8391609885E9	198.07410296411857
1.8470038925E9	197.93441583153623
1.8548467965E9	196.9904207119741
1.8626897005E9	198.58613718411553
1.8705326045E9	198.130138652396
1.8783755085E9	199.18485037406484
1.8862184125E9	199.41909937888198
1.8940613165E9	198.7985856113151
1.9019042205E9	198.14599973811707
1.9097471245E9	196.88282986792206
1.9175900285E9	198.39609718273456
1.9254329325E9	198.17326146969896
1.9332758365E9	197.05674365554606
1.9411187405E9	197.94109790303193
1.9479772995E9	195.99679003021149
1.9518987515E9	201.04764813683568
1.9568045485E9	198.47801875732708
1.9646474525E9	198.61111824367697
1.9724903565E9	198.9006414287511
1.9803332605E9	198.54326166754063
1.9881761645E9	197.83841856467555
1.9960190685E9	198.33497600829983
2.0038619725E9	199.60127834423983
2.0117048765E9	199.04446472812623
2.0195477805E9	199.95611890361602
2.0273906845E9	198.6989260585113
2.0352335885E9	196.93964957819597
2.0430764925E9	199.13459516298633
2.0509193965E9	197.77936697126208
2.0587623005E9	198.5211501244125
2.0666052045E9	197.58745087029757
2.0744481085E9	198.59695585996957
2.081567931E9	196.13582995951418
2.085489383E9	0.0
2.0901339165E9	0.0
2.0979768205E9	0.0
2.1058197245E9	196.66434916956354
2.1136626285E9	198.90293843903737
2.1215055325E9	197.46055880441844
2.1293484365E9	198.64923747276688
2.1371913405E9	199.8548387096774
2.1450342445E9	198.2935212009481
2.1528771485E9	199.05877137428752
2.1607200525E9	199.7713202006607
2.1685629565E9	200.21592248265026
2.1764058605E9	197.43832487309643
2.1842487645E9	197.91196478591436
2.1920916685E9	197.99164094650206
2.19797465E9	197.20193268910364
2.201896102E9	0.0
2.2077774765E9	0.0
2.2156203805E9	194.93867924528303
2.2234632845E9	198.7189365936878
2.2313061885E9	198.24074074074073
2.2391490925E9	198.13872010342598
2.2469919965E9	198.75581699346407
2.2548349005E9	198.58135072908672
2.2626778045E9	199.1514447884417
2.2705207085E9	201.21030734129647
2.2783636125E9	196.88809970517286
2.2862065165E9	197.63882590073067
2.2940494205E9	198.1294134811789
2.3018923245E9	197.59890710382513
2.306549748E9	196.1491154170177
2.3104712E9	0.0
2.3175781325E9	0.0
2.3254210365E9	202.38892733564015
2.3332639405E9	196.4112554112554
2.3411068445E9	198.0428384088591
2.3489497485E9	199.05897505422993
2.3567926525E9	199.71908396946566
2.3646355565E9	197.82901554404145
2.3724784605E9	200.1088481251686
2.3803213645E9	198.52855912743973
2.3881642685E9	198.12540287137415
2.3960071725E9	199.49957069261592
2.4038500765E9	198.53474598578575
2.40879432E9	199.71854885898185
2.412715772E9	198.24120469083155
2.4195358845E9	195.89522409992654
2.4273787885E9	198.041384995878
2.4352216925E9	197.68854961832062
2.4430645965E9	199.89924226909687
2.4509075005E9	0.0
2.4587504045E9	201.8734036083519
2.4665933085E9	198.2919486258804
2.4744362125E9	197.39824654622743
2.4822791165E9	198.18029556650245
2.4901220205E9	196.73683496199783
2.4971076685E9	198.18581792651534
2.5010291205E9	202.51541850220264
2.5058078285E9	198.81643878673583
2.5136507325E9	197.45816340880327
2.5214936365E9	198.53823013286538
2.5293365405E9	200.02694158075602
2.5371794445E9	199.56829936111956
2.5450223485E9	200.07593761604159
2.5528652525E9	198.91747700394217
2.5607081565E9	199.2004933534329
2.5685510605E9	197.8799454297408
2.5763939645E9	196.9123388581952
2.5808412455E9	201.39384615384614
2.5847626975E9	198.2532327586207
2.5920797725E9	198.33288245637766
2.5999226765E9	198.56016688625385
2.6077655805E9	198.03247753530167
2.6156084845E9	198.34645177411295
2.6234513885E9	197.60412077232084
2.6312942925E9	196.81178101178102
2.6391371965E9	197.99706520352174
2.6469801005E9	198.42716836734695
2.6548230045E9	196.8933240611961
2.6590943895E9	194.34669338677355
2.6630158415E9	200.25567782720674
2.6705088125E9	198.54547085201793
2.6783517165E9	200.95289007684596
2.6861946205E9	194.9304385396414
2.6940375245E9	198.58107487367937
2.7018804285E9	198.53191126279864
2.7097233325E9	200.72335520482355
2.716109045E9	197.70589834194075
2.720030497E9	196.88107673764563
2.7254091405E9	199.5680042378493
2.7332520445E9	197.49862114248194
2.7410949485E9	199.0242524459143
2.7489378525E9	198.9810614916998
2.7567807565E9	197.59090272918124
2.7646236605E9	198.63792110567232
2.7724665645E9	196.75803324099724
2.778993421E9	199.64272797726684
2.782914873E9	0.0
2.7881523725E9	203.5
2.7959952765E9	199.66288308740067
2.8038381805E9	199.04922014829967
2.8116810845E9	197.22856777820365
2.8195239885E9	199.9277108433735
2.8265870805E9	197.9623141169281
2.8305085325E9	0.0
2.8352097965E9	0.0
2.8430527005E9	199.0658783783784
2.8508956045E9	198.58174213493362
2.8587385085E9	197.99108708357684
2.8665814125E9	198.0339887212315
2.8744243165E9	198.21409595249258
2.8796895275E9	196.80353319057815
2.8836109795E9	199.54397098821397
2.8901101245E9	197.41721505659385
2.8979530285E9	199.28959039916515
2.9057959325E9	199.4638090349076
2.9136388365E9	197.15495815369007
2.9214817405E9	197.6278591621691
2.9293246445E9	201.6288869514676
2.9371675485E9	198.73048128342245
2.9450104525E9	197.86702888189876
2.9528533565E9	198.01690544412608
2.9606962605E9	199.16879063719117
2.9685391645E9	199.2540799099606
2.9763820685E9	198.7720569210867
2.9842249725E9	197.3450819672131
2.9920678765E9	196.72455552692605
2.9999107805E9	198.66738197424894
3.0077536845E9	198.50366876310272
3.0155965885E9	199.61349693251535
3.0234394925E9	196.21746160064671
3.0312823965E9	200.0135294117647
3.0357538475E9	203.371875
3.0396752995E9	202.6145584725537
3.0469682045E9	196.293
3.0548111085E9	197.2841163310962
3.0626540125E9	200.30385288966724
3.0704969165E9	0.0
3.0783398205E9	0.0
3.0861827245E9	0.0
3.0928907945E9	210.47376543209876
3.095685698E9	262.9580838323353
3.0957472E9	192.57894736842104
3.0960741645E9	201.08219178082192
3.0966431255E9	218.11111111111111
3.097033233E9	202.12707182320443
3.097223862E9	197.59550561797752
3.0976333385E9	140.0
3.0999444835E9	182.75
3.1038659355E9	213.61111111111111
3.106263621E9	193.92592592592592
3.1090424555E9	204.33333333333334
3.112490271E9	212.3684210526316
3.1148319025E9	184.38888888888889
3.1184476155E9	181.47368421052633
3.1211700535E9	0.0
3.1234760455E9	206.05405405405406
3.1273974975E9	201.23809523809524
3.129861781E9	179.17391304347825
3.1304963135E9	199.68801652892563
3.1306072185E9	198.0
3.130645263E9	193.0
3.130708893E9	186.20454545454547
3.1308388725E9	207.064039408867
3.131017327E9	0.0
3.1311289185E9	0.0
3.131167044E9	205.5
3.1320275095E9	207.61904761904762
3.1328866725E9	221.0
3.1329460765E9	196.03333333333333
3.1330740255E9	199.04712041884818
3.13318182E9	185.0
3.1332044515E9	275.75
3.133252927E9	199.4913043478261
3.133378856E9	212.0
3.1334722815E9	183.0
3.1335694055E9	202.11347517730496
3.1337461175E9	191.6993006993007
3.133921666E9	202.4
3.1340726445E9	200.36596736596738
3.134227776E9	194.6
3.1344001955E9	194.9904761904762
3.134572417E9	213.03773584905662
3.134739065E9	204.66666666666666
3.1349092375E9	198.41369047619048
3.1350797375E9	195.61085390946502
3.135238337E9	200.24657534246575
3.135409466E9	226.44444444444446
3.135593124E9	190.28571428571428
3.135773198E9	198.7056672760512
3.135968631E9	200.58426966292134
3.1360817215E9	203.91994572591588
3.1361534125E9	201.75
3.1362821595E9	211.09302325581396
3.136356676E9	189.58333333333334
3.136388478E9	194.45945945945945
3.1364240165E9	196.48648648648648
3.1364580355E9	196.21052631578948
3.136501332E9	212.6875
3.136544568E9	192.4090909090909
3.1365820705E9	199.39344262295083
3.1366202745E9	221.4
3.136664175E9	200.32142857142858
3.136707078E9	226.0
3.1367439595E9	218.0
3.136781838E9	191.7941176470588
3.1368238805E9	198.19642857142858
3.136866718E9	277.0
3.13691015E9	214.45833333333334
3.136951785E9	202.0
3.136990075E9	175.0
3.1370274775E9	214.9
3.1370647655E9	205.0
3.1371028695E9	210.1
3.1371420135E9	0.0
