#Position (bp)	insert size
3921452.5	179.06927175843694
1.17643565E7	180.85629162285315
1.96072605E7	183.027496382055
2.74501645E7	181.49038952202756
3.52930685E7	181.08073929961088
4.31359725E7	180.93051680616446
5.09788765E7	176.91577837647887
5.88217805E7	172.78944638921303
6.66646845E7	182.23332356675456
7.45075885E7	182.09072731817045
8.23504925E7	183.43854942011424
9.01933965E7	184.23363610824984
9.80363005E7	184.1293984108967
1.058792045E8	182.61243453286028
1.137221085E8	183.50958375864806
1.215650125E8	178.54461621914837
1.294079165E8	0.0
1.372508205E8	0.0
1.450937245E8	185.26970443349754
1.529366285E8	184.81279101615996
1.607795325E8	184.53729456384323
1.686224365E8	183.54189241486068
1.764653405E8	181.891167192429
1.843082445E8	184.57094982765224
1.921511485E8	183.68695588558052
1.999940525E8	184.04265734265735
2.078369565E8	181.77258976719716
2.156798605E8	182.52720749451865
2.235227645E8	182.8834051724138
2.313656685E8	181.94121133104184
2.392085725E8	182.8443705271646
2.46190323E8	182.18800345224395
2.50111775E8	179.5082644628099
2.548943805E8	180.68219437219201
2.627372845E8	181.34639016897083
2.705801885E8	181.5950749464668
2.784230925E8	183.82312597762
2.862659965E8	182.28746492048643
2.941089005E8	182.90215065870962
3.019518045E8	182.8179410206604
3.097947085E8	183.44663323782234
3.176376125E8	183.57384580905423
3.254805165E8	182.6804629954402
3.333234205E8	181.66366276159007
3.411663245E8	184.30208743599843
3.490092285E8	183.96899889719398
3.568521325E8	181.67069938933057
3.646950365E8	181.12097772277227
3.725379405E8	182.59937544071724
3.803808445E8	181.4162407063197
3.882237485E8	183.0291784444242
3.960666525E8	185.2879118958133
4.039095565E8	182.74294027040904
4.117524605E8	183.36885245901638
4.195953645E8	183.66371851567007
4.274382685E8	183.10089575745644
4.352811725E8	184.49686433277765
4.431240765E8	184.1097331508724
4.509669805E8	182.87194625407167
4.588098845E8	182.61376417881993
4.666527885E8	183.52099737532808
4.744956925E8	181.50917764181273
4.823385965E8	181.1435546875
4.893550215E8	181.6775078369906
4.932764735E8	182.68083182640146
4.980244045E8	182.50398131436458
5.058673085E8	183.46360847741215
5.137102125E8	182.6088404753331
5.215531165E8	181.6442715003448
5.293960205E8	182.4212215522272
5.372389245E8	183.18861633722315
5.450818285E8	182.24106903035187
5.529247325E8	182.6539660547281
5.607676365E8	182.84311003123915
5.686105405E8	182.22794188396037
5.764534445E8	183.77692070348658
5.842963485E8	183.0975387420237
5.921392525E8	182.93461868037704
5.999821565E8	181.23532810565416
6.078250605E8	182.70237442922374
6.156679645E8	182.8462602404511
6.235108685E8	183.56103063405368
6.313537725E8	182.04571140262362
6.391966765E8	184.07834140538702
6.470395805E8	183.75075764533014
6.548824845E8	182.4254066868307
6.627253885E8	184.34655419956928
6.705682925E8	182.47259715553946
6.784111965E8	182.35259226713532
6.862541005E8	182.06890366149625
6.903239885E8	188.67487684729065
6.942454405E8	181.91544493692464
7.019399085E8	181.9727239665414
7.097828125E8	182.51371079108304
7.176257165E8	183.1851057880511
7.254686205E8	182.64289943330795
7.333115245E8	182.67875934644144
7.411544285E8	182.2575671045117
7.489973325E8	183.67171307560602
7.568402365E8	183.32814087368777
7.646831405E8	182.82992269213278
7.725260445E8	183.40387737560883
7.803689485E8	184.21829647546647
7.882118525E8	183.17742352434294
7.960547565E8	184.01712017202877
8.038976605E8	183.62624894157494
8.117405645E8	185.19123062430418
8.195834685E8	183.67670896438804
8.274263725E8	184.34776615584204
8.352692765E8	183.3648784961027
8.431121805E8	182.00047258979205
8.509550845E8	183.59565002471578
8.587979885E8	182.87155727155726
8.666408925E8	183.03660498793244
8.744837965E8	181.74929694823456
8.800159745E8	180.19907632474477
8.839374265E8	179.18623290900518
8.901696045E8	180.55616883116883
8.980125085E8	182.78556242752222
9.058554125E8	183.00708605621605
9.136983165E8	183.77045871559633
9.215412205E8	183.30545041635125
9.293841245E8	183.71888149857472
9.372270285E8	182.98312688969082
9.450699325E8	182.89285714285714
9.529128365E8	183.5863405506549
9.607557405E8	183.00840834899594
9.685986445E8	184.25365386151265
9.764415485E8	184.75718015665797
9.842844525E8	184.41404546870135
9.921273565E8	182.6628689333453
9.999702605E8	183.80003410932036
1.0078131645E9	183.03723027944818
1.0156560685E9	182.11180124223603
1.0234989725E9	184.56202731685292
