#Position (bp)	Coverage
3921452.5	0.1732840284670066
1.17643565E7	0.2161465956997561
1.96072605E7	0.23515804860036538
2.74501645E7	0.2228826210291494
3.52930685E7	0.27195895805941267
4.31359725E7	0.29533588578924336
5.09788765E7	0.3412514038167495
5.88217805E7	0.3396148926469073
6.66646845E7	0.3962828054506341
7.45075885E7	0.45803735453092376
8.23504925E7	0.4397011617125493
9.01933965E7	0.4072601169158771
9.80363005E7	0.4356803296330033
1.058792045E8	0.4512680507118282
1.137221085E8	0.3354557189530817
1.215650125E8	0.2802961760082745
1.294079165E8	0.0
1.372508205E8	0.0
1.450937245E8	0.2164291441027456
1.529366285E8	0.2763712267802844
1.607795325E8	0.3914497742162852
1.686224365E8	0.39292346304379094
1.764653405E8	0.3862487670383317
1.843082445E8	0.39883912897569573
1.921511485E8	0.5225186997061293
1.999940525E8	0.3819393938775739
2.078369565E8	0.2902301239438861
2.156798605E8	0.38378603129657074
2.235227645E8	0.35323038507165205
2.313656685E8	0.32121380039842384
2.392085725E8	0.3776144652541967
2.46190323E8	0.3401003202792146
2.50111775E8	0.2941815831904533
2.548943805E8	0.3228490365303464
2.627372845E8	0.34764890657848163
2.705801885E8	0.35632209701916534
2.784230925E8	0.31601241070909447
2.862659965E8	0.40756842108484304
2.941089005E8	0.3398371317562984
3.019518045E8	0.4329520034925839
3.097947085E8	0.4253165664146852
3.176376125E8	0.33892535213997266
3.254805165E8	0.43483931462121683
3.333234205E8	0.3809509844822785
3.411663245E8	0.19401040736951516
3.490092285E8	0.30970033548797743
3.568521325E8	0.33023609622150163
3.646950365E8	0.36982972123590957
3.725379405E8	0.37852280226813945
3.803808445E8	0.32743981055996607
3.882237485E8	0.41789622823382766
3.960666525E8	0.4352654322939564
4.039095565E8	0.4462993554428309
4.117524605E8	0.4242205438189732
4.195953645E8	0.39531568918859644
4.274382685E8	0.38727861516601503
4.352811725E8	0.4803758913790096
4.431240765E8	0.4464848734601367
4.509669805E8	0.3740331387455463
4.588098845E8	0.3989255765466465
4.666527885E8	0.3491260380083704
4.744956925E8	0.3678478022936402
4.823385965E8	0.31084761460805843
4.893550215E8	0.24669035884965718
4.932764735E8	0.39878569207445075
4.980244045E8	0.35889270096892684
5.058673085E8	0.2713948812837694
5.137102125E8	0.42389872424805913
5.215531165E8	0.38778544273906707
5.293960205E8	0.3928644287881122
5.372389245E8	0.31946024074755985
5.450818285E8	0.28434467641067646
5.529247325E8	0.3285308605077915
5.607676365E8	0.3283420273918946
5.686105405E8	0.39640151148095143
5.764534445E8	0.4955256369324424
5.842963485E8	0.29283591894022926
5.921392525E8	0.44649367122178213
5.999821565E8	0.4615792823678576
6.078250605E8	0.41770242247004424
6.156679645E8	0.35808126683687574
6.235108685E8	0.32108055893582277
6.313537725E8	0.3777100930981687
6.391966765E8	0.44802499176325505
6.470395805E8	0.41455550138061104
6.548824845E8	0.46670098218721023
