#Position (bp)	mapping quality
3921452.5	38.027918766785625
1.17643565E7	38.23231008183613
1.96072605E7	37.72624194690515
2.74501645E7	38.99598122933766
3.52930685E7	39.00604702974475
4.31359725E7	39.269353893789685
5.09788765E7	39.48815611406657
5.88217805E7	39.40156789748484
6.66646845E7	39.3138325255276
7.45075885E7	39.5800648768784
8.23504925E7	38.97899658231585
9.01933965E7	39.42416679241928
9.80363005E7	39.68151644176659
1.058792045E8	39.29700032662269
1.137221085E8	39.209226943758274
1.215650125E8	27.226042788727472
1.294079165E8	0.0
1.372508205E8	0.0
1.450937245E8	29.698976631183676
1.529366285E8	38.37954319917437
1.607795325E8	38.898262045279914
1.686224365E8	39.24160022792903
1.764653405E8	39.27012767255403
1.843082445E8	39.63552070822239
1.921511485E8	39.60619233862624
1.999940525E8	39.028787046229795
2.078369565E8	38.99781350617925
2.156798605E8	39.47311542170972
2.235227645E8	38.95837857427504
2.313656685E8	39.1150751672423
2.392085725E8	39.07225230737232
2.46190323E8	38.57110121602581
2.50111775E8	38.93376175072187
2.548943805E8	39.35841961964777
2.627372845E8	39.36543108813725
2.705801885E8	39.49028340370715
2.784230925E8	39.32710014908481
2.862659965E8	39.036397081826486
2.941089005E8	39.435547459770156
3.019518045E8	39.40715325504969
3.097947085E8	39.41676467158335
3.176376125E8	39.06981937498848
3.254805165E8	39.433592745490785
3.333234205E8	39.079679706750404
3.411663245E8	30.13077046933994
3.490092285E8	38.38505609419708
3.568521325E8	38.873097787267234
3.646950365E8	38.63846512665405
3.725379405E8	39.61240070629814
3.803808445E8	37.22336384511536
3.882237485E8	39.37506864946667
3.960666525E8	39.69257897118853
4.039095565E8	39.577504161806345
4.117524605E8	39.48124459555273
4.195953645E8	39.28478952710646
4.274382685E8	39.49659921728827
4.352811725E8	39.586861672676775
4.431240765E8	39.59377400593648
4.509669805E8	39.52228562000555
4.588098845E8	39.5255059952345
4.666527885E8	39.12241788469784
4.744956925E8	39.447195922349955
4.823385965E8	39.001414714341735
4.893550215E8	39.04693975114604
4.932764735E8	38.81397229268056
4.980244045E8	38.99996198611534
5.058673085E8	39.24451920673669
5.137102125E8	39.32233891807037
5.215531165E8	39.417268699175764
5.293960205E8	39.34161193146302
5.372389245E8	39.26561048191655
5.450818285E8	39.26234928845857
5.529247325E8	39.1352453353908
5.607676365E8	39.27596863101444
5.686105405E8	38.848179394964006
5.764534445E8	39.494416111734374
5.842963485E8	39.39710556611184
5.921392525E8	39.419267823726436
5.999821565E8	39.26345935302733
6.078250605E8	39.44702655677656
6.156679645E8	39.357884230755126
6.235108685E8	39.07726697281078
6.313537725E8	39.42764716049183
6.391966765E8	39.55106967721996
6.470395805E8	39.56675644561484
6.548824845E8	39.4476062149157
6.627253885E8	39.528607862764254
6.705682925E8	39.54104449260354
6.784111965E8	39.18607359859672
6.862541005E8	38.56546329855093
6.903239885E8	34.572907794311675
6.942454405E8	38.46577703861641
7.019399085E8	38.66945985883198
7.097828125E8	39.570405577411684
7.176257165E8	39.33369127818114
7.254686205E8	39.458603135160885
7.333115245E8	39.29176951135248
7.411544285E8	34.983462824239474
7.489973325E8	38.99651698464262
7.568402365E8	38.948368280439496
7.646831405E8	39.198587715683416
7.725260445E8	39.33930042149121
7.803689485E8	39.42480955583508
7.882118525E8	39.58370390475802
7.960547565E8	39.36429684367382
8.038976605E8	39.46106024928653
8.117405645E8	39.160703394648735
8.195834685E8	39.239029050701
8.274263725E8	39.5848019086881
8.352692765E8	39.02889487210868
8.431121805E8	39.5410245317678
8.509550845E8	39.354202952675884
8.587979885E8	39.16275481201074
8.666408925E8	39.46497936436576
8.744837965E8	39.02176227171138
8.800159745E8	36.442380781176574
8.839374265E8	38.21163697205461
8.901696045E8	39.22505263829516
8.980125085E8	39.34374980785841
9.058554125E8	39.120567210056876
9.136983165E8	38.87735009201666
9.215412205E8	39.476092916668904
9.293841245E8	39.22384545775591
9.372270285E8	39.334411021029155
9.450699325E8	39.31138621020391
9.529128365E8	38.65708469229917
9.607557405E8	39.381050354036304
9.685986445E8	39.53996713903743
9.764415485E8	39.76549754342732
9.842844525E8	39.43009694258793
9.921273565E8	39.578245610876294
9.999702605E8	39.595041655572714
1.0078131645E9	39.63090918776228
1.0156560685E9	39.37344947170584
1.0234989725E9	39.45404907231313
1.0313418765E9	39.21948757663468
1.0391847805E9	39.342379842779316
1.0470276845E9	39.36966037483214
1.0548705885E9	38.877803151680354
1.0606670005E9	38.004803287602435
1.0645884525E9	39.213438078053066
1.0705563965E9	39.043027186759055
1.0783993005E9	39.187311256918825
1.0862422045E9	38.999983151947426
1.0940851085E9	38.66191992020343
1.1019280125E9	39.29257367855758
1.1097709165E9	39.282418947350635
1.1176138205E9	36.505316583029455
1.1254567245E9	39.23293291832339
1.1332996285E9	39.31441173510259
1.1411425325E9	39.23635443012521
1.1489854365E9	39.332769084626605
1.1568283405E9	39.657482368781956
1.1646712445E9	39.468012998615706
1.1725141485E9	39.31561934549877
1.1803570525E9	39.49895274343947
1.1881999565E9	39.63259546848312
1.1960428605E9	39.61955611363953
1.2038857645E9	39.521849428429746
1.2117286685E9	39.449836585963645
1.2195715725E9	39.19067191912373
1.2274144765E9	39.07871022419889
1.232496478E9	38.77069150663037
1.23641793E9	38.5207622704884
1.2431002845E9	39.24277024273644
1.2509431885E9	39.49888162259241
1.2587860925E9	38.98983675888979
1.2666289965E9	38.45883034240844
1.2744719005E9	39.39364055652902
1.2823148045E9	39.090765476686954
1.2901577085E9	37.6256164585845
1.2980006125E9	33.406219444721955
1.3058435165E9	38.097406854540466
1.3136864205E9	38.9667493342537
1.3215293245E9	39.54711849143448
1.3293722285E9	39.533388875826404
1.3372151325E9	38.51961467194906
1.3450580365E9	39.69244219212934
1.3529009405E9	39.8095375573229
1.3607438445E9	39.329408905751976
1.3685867485E9	39.12983500135245
1.3764296525E9	39.30007259395932
1.3842725565E9	38.23856573591982
1.3904948495E9	38.582656115964355
1.3944163015E9	38.34786702453495
1.3999583645E9	37.95791944748728
1.4078012685E9	38.4324004358252
1.4156441725E9	39.15615597930142
1.4234870765E9	39.160530682634494
1.4313299805E9	39.53022820929383
1.4391728845E9	37.573674265291125
1.4470157885E9	39.47983013014904
1.4548586925E9	39.6714687602883
1.4627015965E9	39.47927974942789
1.4705445005E9	39.621760906214966
