#Position (bp)	Coverage
3921452.5	0.17034723362672805
1.17643565E7	0.21296983872300362
1.96072605E7	0.23182688453154596
2.74501645E7	0.22093296054624664
3.52930685E7	0.23834755595631413
4.31359725E7	0.2407332794077296
5.09788765E7	0.2729654729931668
5.88217805E7	0.298669599933902
6.66646845E7	0.30062601811777884
7.45075885E7	0.305554167180932
8.23504925E7	0.298125286246013
9.01933965E7	0.2940308844785044
9.80363005E7	0.30453426434902175
1.058792045E8	0.27355747309925
1.137221085E8	0.2674474913883939
1.215650125E8	0.21069211098338064
1.294079165E8	0.0
1.372508205E8	0.0
1.450937245E8	0.15474586964216316
1.529366285E8	0.22040955748023947
1.607795325E8	0.2754192834694904
1.686224365E8	0.2921071072653701
1.764653405E8	0.2840149516046607
1.843082445E8	0.2873413980331775
1.921511485E8	0.3042843569167747
1.999940525E8	0.2779441135579372
2.078369565E8	0.2523440297114436
2.156798605E8	0.2873083745510592
2.235227645E8	0.27091100439327065
2.313656685E8	0.264693409481998
2.392085725E8	0.27912033603879377
2.46190323E8	0.25330633596689994
2.50111775E8	0.24280978942778494
2.548943805E8	0.25827155349600095
2.627372845E8	0.2742725143645772
2.705801885E8	0.27223143366283714
2.784230925E8	0.2572011591624735
2.862659965E8	0.2911846173305194
2.941089005E8	0.27177446007244255
3.019518045E8	0.29651937598624184
3.097947085E8	0.3006610816605686
3.176376125E8	0.28067651981969943
3.254805165E8	0.2780774825243303
3.333234205E8	0.2638947257291432
3.411663245E8	0.136436197612517
3.490092285E8	0.25579734241296337
3.568521325E8	0.24994466335428817
3.646950365E8	0.2690692121183684
3.725379405E8	0.2769778898224433
3.803808445E8	0.24706715777727228
3.882237485E8	0.29295857758809746
3.960666525E8	0.3027841473005407
4.039095565E8	0.301132335675663
4.117524605E8	0.3072161791091667
4.195953645E8	0.2987093811169944
4.274382685E8	0.3014175616582837
4.352811725E8	0.3020033140785607
4.431240765E8	0.3036195521454808
4.509669805E8	0.29249318874743335
4.588098845E8	0.29397414529108096
4.666527885E8	0.26905289163299717
4.744956925E8	0.2921522436077249
4.823385965E8	0.2574329610562618
4.893550215E8	0.21136533339709265
4.932764735E8	0.2860961984515033
4.980244045E8	0.2952813141662833
5.058673085E8	0.2528842632779899
5.137102125E8	0.30362898742608607
5.215531165E8	0.2861313870474508
5.293960205E8	0.2797422995359882
5.372389245E8	0.2566713809068682
5.450818285E8	0.2398570733493614
5.529247325E8	0.2888859789690145
5.607676365E8	0.2901441863881032
5.686105405E8	0.2833774326448469
5.764534445E8	0.3038703521042716
5.842963485E8	0.19075243047728238
5.921392525E8	0.29449793086846404
5.999821565E8	0.3020271572876577
6.078250605E8	0.297351210725007
6.156679645E8	0.26495275219485026
6.235108685E8	0.2668227228077763
6.313537725E8	0.27553505691259256
6.391966765E8	0.3053696691939618
6.470395805E8	0.29417113864966343
6.548824845E8	0.2966860234423372
6.627253885E8	0.30864116148814263
6.705682925E8	0.30649297760115385
6.784111965E8	0.2675655598997514
6.862541005E8	0.2677078541315819
6.903239885E8	0.1869088361313967
6.942454405E8	0.22094910278673613
7.019399085E8	0.25986433086519994
7.097828125E8	0.29886544575835683
7.176257165E8	0.2852966197214705
7.254686205E8	0.2920649035102304
7.333115245E8	0.288521318124001
7.411544285E8	0.1708666840751844
7.489973325E8	0.29127833261761205
7.568402365E8	0.27362224502556703
7.646831405E8	0.2913405544680899
7.725260445E8	0.30170788779258295
7.803689485E8	0.2988659557735247
7.882118525E8	0.2994432929435321
7.960547565E8	0.30137943802448686
8.038976605E8	0.30335778686058124
8.117405645E8	0.29535998400592434
8.195834685E8	0.2974635415657262
8.274263725E8	0.2890465062430957
8.352692765E8	0.29070737063720276
8.431121805E8	0.2907837454085885
8.509550845E8	0.3008459621589146
8.587979885E8	0.2947946321923614
8.666408925E8	0.29377383683390745
8.744837965E8	0.2757989897619555
8.800159745E8	0.2631775981762261
8.839374265E8	0.22780848962620406
8.901696045E8	0.2770036455884198
8.980125085E8	0.28679861439079196
9.058554125E8	0.29865621203574594
9.136983165E8	0.2905403406697315
9.215412205E8	0.29279180262821014
9.293841245E8	0.18598429867304253
9.372270285E8	0.3023261536798104
9.450699325E8	0.30267347400911704
9.529128365E8	0.22741104570449924
9.607557405E8	0.29204004027079766
9.685986445E8	0.30859551513062
9.764415485E8	0.29864435418309343
9.842844525E8	0.3015687811555516
9.921273565E8	0.2951673257762686
9.999702605E8	0.2994751688915228
1.0078131645E9	0.29705042927976677
1.0156560685E9	0.2620661938486051
1.0234989725E9	0.26757499518035666
1.0313418765E9	0.2728712476909063
1.0391847805E9	0.27886405341694864
1.0470276845E9	0.2909811212785468
1.0548705885E9	0.24754440447058895
1.0606670005E9	0.1920907646029782
1.0645884525E9	0.2683128006364061
1.0705563965E9	0.2759744349796963
1.0783993005E9	0.28356550073799197
1.0862422045E9	0.29306032561408374
1.0940851085E9	0.09171130999435924
1.1019280125E9	0.25315316877523936
1.1097709165E9	0.28973987186378924
1.1176138205E9	0.3282919184016533
1.1254567245E9	0.1844384426992859
1.1332996285E9	0.29690660500243277
1.1411425325E9	0.2901333485657863
1.1489854365E9	0.2840496326360746
1.1568283405E9	0.29117671209541773
1.1646712445E9	0.2937516511741059
1.1725141485E9	0.282801625520343
1.1803570525E9	0.299039615938178
1.1881999565E9	0.30666421519375986
1.1960428605E9	0.29973310906266354
1.2038857645E9	0.2931503432912095
1.2117286685E9	0.2875605770515615
1.2195715725E9	0.27444489949131085
1.2274144765E9	0.2658253881470435
1.232496478E9	0.22559571995851965
1.23641793E9	0.18846989344969625
1.2431002845E9	0.2772650283619435
1.2509431885E9	0.3095007920535557
1.2587860925E9	0.28445012204662967
1.2666289965E9	0.2810881020601553
1.2744719005E9	0.2867620208024987
1.2823148045E9	0.269241724748894
1.2901577085E9	0.17671477299734895
1.2980006125E9	0.29224621390240146
1.3058435165E9	0.20709994665241344
1.3136864205E9	0.29893200273776144
1.3215293245E9	0.30586718899020054
1.3293722285E9	0.2727950004233126
1.3372151325E9	0.24755944991804057
1.3450580365E9	0.2986509843802755
1.3529009405E9	0.30860864802119214
1.3607438445E9	0.28025282471900714
1.3685867485E9	0.2781356242534653
1.3764296525E9	0.2619625332657393
1.3842725565E9	0.2433945385535766
1.3904948495E9	0.22079491803214563
1.3944163015E9	0.23943839699965014
1.3999583645E9	0.2399013171651725
1.4078012685E9	0.27456615559746744
1.4156441725E9	0.2649698377029733
1.4234870765E9	0.27977902062807347
1.4313299805E9	0.2630925993739054
1.4391728845E9	0.19536959779183832
1.4470157885E9	0.28550202833032257
1.4548586925E9	0.2985878700032539
1.4627015965E9	0.2877092464729901
1.4705445005E9	0.30070507046879574
1.4783874045E9	0.29444539930617536
1.4862303085E9	0.29255553810170315
1.4940732125E9	0.2879925598987314
1.5019161165E9	0.3084366454058344
1.5097590205E9	0.30021367085457124
1.5176019245E9	0.28228345010980627
1.5254448285E9	0.2826422457803895
1.5332877325E9	0.23819506142112667
1.5381844485E9	0.1383517693670637
1.5421059005E9	0.27904906272104835
1.5489735405E9	0.2961999789873751
1.5568164445E9	0.293124715029025
1.5646593485E9	0.2932907249661605
1.5725022525E9	0.2708371796977242
1.5803451565E9	0.09652916827746458
1.5881880605E9	0.010454290910611681
1.5960309645E9	0.0
1.6038738685E9	0.04461306679260641
1.6117167725E9	0.23068967821103
1.6195596765E9	0.2970626696437952
1.6274025805E9	0.27774801272589844
1.6352454845E9	0.2532004726820576
1.6430883885E9	0.2856367998384272
1.6509312925E9	0.289942857900594
1.6587741965E9	0.27771447922861225
1.6666171005E9	0.2516357461470904
1.6744600045E9	0.18574841665791142
1.6793773E9	0.1510538553497613
1.683298752E9	0.265895624790535
1.6901458125E9	0.27712158659598535
1.6979887165E9	0.27518646154536636
1.7058316205E9	0.2867252997104134
1.7136745245E9	0.2834604376134146
1.7215174285E9	0.22602584450861568
1.7293603325E9	0.18233705270394743
1.7372032365E9	0.3002891530994132
1.7450461405E9	0.3006817372748666
1.7528890445E9	0.254839533927739
1.7607319485E9	0.265378487356214
1.7685748525E9	0.2796258885739262
1.7764177565E9	0.2809563906430577
1.7842606605E9	0.2481138364054947
1.7921035645E9	0.2841077743652096
1.7999464685E9	0.2696863304714682
1.8077893725E9	0.2539555501380611
1.8138093575E9	0.19629522147138023
1.8177308095E9	0.15499811017384754
1.8234751805E9	0.26598272782632554
1.8313180845E9	0.27452433435370366
1.8391609885E9	0.2858725543497664
1.8470038925E9	0.2911788796598811
1.8548467965E9	0.29582677538830005
1.8626897005E9	0.25680079725571037
1.8705326045E9	0.15387705880372882
1.8783755085E9	0.22562178499188565
1.8862184125E9	0.22037933908154428
1.8940613165E9	0.2723412144277171
1.9019042205E9	0.28414691802934217
1.9097471245E9	0.28755012174062056
1.9175900285E9	0.29500106083154914
1.9254329325E9	0.2936780814861434
1.9332758365E9	0.25288031066043903
1.9411187405E9	0.27651288349315506
1.9479772995E9	0.25516298861430653
1.9518987515E9	0.23650701735671945
1.9568045485E9	0.2408574681011013
1.9646474525E9	0.29716339763944577
1.9724903565E9	0.3007273836323892
1.9803332605E9	0.28083921465824396
1.9881761645E9	0.1767059752357035
1.9960190685E9	0.3036162370468898
2.0038619725E9	0.2308924092402508
2.0117048765E9	0.2896615845355241
2.0195477805E9	0.29516018556391865
2.0273906845E9	0.30440918312910625
2.0352335885E9	0.30195715770587017
2.0430764925E9	0.29266582888175097
2.0509193965E9	0.2902804879417114
2.0587623005E9	0.2613817534933489
2.0666052045E9	0.2550682757305202
2.0744481085E9	0.23162211344165376
2.081567931E9	0.21828521742556092
2.085489383E9	0.0
2.0901339165E9	0.0
2.0979768205E9	0.0
2.1058197245E9	0.1953689602728785
2.1136626285E9	0.2747605988802107
2.1215055325E9	0.29792803787984656
2.1293484365E9	0.28897599664614027
2.1371913405E9	0.2766388572396143
2.1450342445E9	0.2978234847704371
2.1528771485E9	0.306567822327036
2.1607200525E9	0.3041470353328308
2.1685629565E9	0.2953408584371299
2.1764058605E9	0.30627048348417885
2.1842487645E9	0.28426906666204255
2.1920916685E9	0.29107853417560636
2.19797465E9	0.20202372689271306
2.201896102E9	0.0
2.2077774765E9	0.0
2.2156203805E9	0.016437406348464804
2.2234632845E9	0.2575039806683851
2.2313061885E9	0.30604237920035743
2.2391490925E9	0.28851405040785916
2.2469919965E9	0.2945675479388757
2.2548349005E9	0.2876503397211033
2.2626778045E9	0.28806906217390904
2.2705207085E9	0.2807556996745083
2.2783636125E9	0.27707096759057614
2.2862065165E9	0.2919219717594401
2.2940494205E9	0.257281614055202
2.3018923245E9	0.2196168664056069
2.306549748E9	0.22319614278542035
2.3104712E9	0.0
2.3175781325E9	0.0
2.3254210365E9	0.049072766924088324
2.3332639405E9	0.23312219555409577
2.3411068445E9	0.260569554338546
2.3489497485E9	0.2678201849723011
2.3567926525E9	0.2936970795511459
2.3646355565E9	0.2919005511223904
2.3724784605E9	0.2675823904002905
2.3803213645E9	0.2515422858675817
2.3881642685E9	0.2498041541755452
2.3960071725E9	0.2515545262316101
2.4038500765E9	0.28711380376452394
2.40879432E9	0.23531775537829558
2.412715772E9	0.1738427111419223
2.4195358845E9	0.2517100808578047
2.4273787885E9	0.22434802211017757
2.4352216925E9	0.2387120892975357
2.4430645965E9	0.17248598223311162
2.4509075005E9	0.0
2.4587504045E9	0.3598786877921749
2.4665933085E9	0.26202207753658596
2.4744362125E9	0.27056381156775605
2.4822791165E9	0.25456093814230035
2.4901220205E9	0.27752411606721183
2.4971076685E9	0.18470261040742825
2.5010291205E9	0.18619700532862996
2.5058078285E9	0.21545348508664647
2.5136507325E9	0.25692256337703484
2.5214936365E9	0.14468990057764317
2.5293365405E9	0.26390135592632524
2.5371794445E9	0.23147803415673582
2.5450223485E9	0.19742980406237282
2.5528652525E9	0.2800467785911953
2.5607081565E9	0.2670515921143495
2.5685510605E9	0.2688175196330339
2.5763939645E9	0.18691839145296182
2.5808412455E9	0.17597831234108427
2.5847626975E9	0.28968955034171934
2.5920797725E9	0.27040239176713116
2.5999226765E9	0.1655547485982233
2.6077655805E9	0.3019834234870145
2.6156084845E9	0.29580407971333067
2.6234513885E9	0.2857769265057943
2.6312942925E9	0.28446350994478575
2.6391371965E9	0.29435130150770683
2.6469801005E9	0.30362477980095126
2.6548230045E9	0.26502887195865205
2.6590943895E9	0.19504305109835313
2.6630158415E9	0.1537021082626188
2.6705088125E9	0.19116541525944983
2.6783517165E9	0.20205551413099027
2.6861946205E9	0.1683321636985484
2.6940375245E9	0.23576815424490724
2.7018804285E9	0.20489591610454494
2.7097233325E9	0.20014104469466923
2.716109045E9	0.19800970717178643
2.720030497E9	0.22816973609851554
2.7254091405E9	0.28712884921197557
2.7332520445E9	0.28280035048242336
2.7410949485E9	0.26480739787201274
2.7489378525E9	0.14790197610476935
2.7567807565E9	0.2573313405340675
2.7646236605E9	0.24237782331646543
2.7724665645E9	0.26089073639050026
2.778993421E9	0.20096322855049956
2.782914873E9	0.0
2.7881523725E9	0.02589691267418293
2.7959952765E9	0.19947840748783868
2.8038381805E9	0.29209652445063716
2.8116810845E9	0.2900828570641691
2.8195239885E9	0.273502646468706
2.8265870805E9	0.21642533835830968
2.8305085325E9	0.0
2.8352097965E9	0.0
2.8430527005E9	0.02091444699565365
