#Position (bp)	insert size
3921452.5	198.36187034108877
1.17643565E7	199.39327851269218
1.96072605E7	198.43337730870712
2.74501645E7	201.52217005738132
3.52930685E7	198.00563879490898
4.31359725E7	200.24769914312915
5.09788765E7	193.54427802821
5.88217805E7	193.09847984137474
6.66646845E7	193.65083166999335
7.45075885E7	197.55904726275097
8.23504925E7	196.85900412796698
9.01933965E7	198.4080250130276
9.80363005E7	197.20346429019708
1.058792045E8	196.63132800448744
1.137221085E8	199.45779685264665
1.215650125E8	190.8833302903049
1.294079165E8	0.0
1.372508205E8	0.0
1.450937245E8	203.12029702970298
1.529366285E8	200.62402360701267
1.607795325E8	199.1373779637378
1.686224365E8	198.3639099712117
1.764653405E8	196.9576133909287
1.843082445E8	196.5038676980528
1.921511485E8	196.29453351849514
1.999940525E8	198.98331264653152
2.078369565E8	198.4021788470268
2.156798605E8	195.4303401360544
2.235227645E8	195.1442475305055
2.313656685E8	193.94947971648318
2.392085725E8	193.1456105796286
2.46190323E8	196.36103267446552
2.50111775E8	196.44233576642335
2.548943805E8	194.15212700369915
2.627372845E8	194.28531693749085
2.705801885E8	193.55532756851824
2.784230925E8	198.840555887627
2.862659965E8	198.01822263303842
2.941089005E8	197.65386238919376
3.019518045E8	196.50575753655065
3.097947085E8	196.9218112244898
3.176376125E8	199.40309123238956
3.254805165E8	197.8172917815775
3.333234205E8	198.28296943231442
3.411663245E8	197.32331460674158
3.490092285E8	198.29730538922155
3.568521325E8	200.44835501147665
3.646950365E8	197.77959823336658
3.725379405E8	194.84876285793717
3.803808445E8	197.40699300699302
3.882237485E8	197.0522534291313
3.960666525E8	198.8248101265823
4.039095565E8	195.98157092018303
4.117524605E8	198.998875
4.195953645E8	197.65186523815672
4.274382685E8	196.92919569347688
4.352811725E8	194.66370445601117
4.431240765E8	196.96758733762138
4.509669805E8	196.28878125409085
4.588098845E8	197.42615704628184
4.666527885E8	197.15631661219268
4.744956925E8	197.46858638743456
4.823385965E8	197.5842011306159
4.893550215E8	198.06577736890523
4.932764735E8	197.94930291508237
4.980244045E8	196.34039511307512
5.058673085E8	198.826981246219
5.137102125E8	195.79977218073662
5.215531165E8	197.1019890535309
5.293960205E8	198.8921796096629
5.372389245E8	198.64107946026988
5.450818285E8	199.30748321074512
5.529247325E8	196.98140523309868
5.607676365E8	197.39823358818876
5.686105405E8	197.1707054388799
5.764534445E8	195.85908747164103
5.842963485E8	196.26987321392633
5.921392525E8	195.81214965454308
5.999821565E8	196.64703647416414
6.078250605E8	196.959607691315
6.156679645E8	199.80499062454925
6.235108685E8	199.97729885057473
6.313537725E8	198.56495132127955
6.391966765E8	196.60523336268713
6.470395805E8	199.68688183237896
6.548824845E8	196.63836396582965
6.627253885E8	196.7701979335242
6.705682925E8	197.30439134242462
6.784111965E8	198.0554600171969
6.862541005E8	199.5695118469883
6.903239885E8	198.4162162162162
6.942454405E8	197.188061848256
7.019399085E8	196.05471169444036
7.097828125E8	196.56864004109414
7.176257165E8	195.2986400969436
7.254686205E8	195.904667721519
7.333115245E8	196.9676048858205
7.411544285E8	198.8448121645796
7.489973325E8	195.63393329804128
7.568402365E8	195.7812235692134
7.646831405E8	196.5487660023756
7.725260445E8	198.04610694779626
7.803689485E8	197.85388654117045
7.882118525E8	196.83940672548266
7.960547565E8	197.98675159235668
8.038976605E8	196.40930350145368
8.117405645E8	197.53096657165068
