#Coverage	Number of genomic locations
118.0	105.0
119.0	104.0
120.0	83.0
121.0	109.0
122.0	126.0
123.0	107.0
124.0	119.0
125.0	100.0
126.0	127.0
127.0	125.0
128.0	116.0
129.0	107.0
130.0	78.0
131.0	90.0
132.0	95.0
133.0	144.0
134.0	105.0
135.0	121.0
136.0	93.0
137.0	86.0
138.0	56.0
139.0	58.0
140.0	74.0
141.0	49.0
142.0	73.0
143.0	75.0
144.0	73.0
145.0	69.0
146.0	64.0
147.0	60.0
148.0	65.0
149.0	75.0
150.0	71.0
151.0	66.0
152.0	53.0
153.0	67.0
154.0	44.0
155.0	38.0
156.0	32.0
157.0	42.0
158.0	38.0
159.0	45.0
160.0	37.0
161.0	38.0
162.0	46.0
163.0	39.0
164.0	50.0
165.0	28.0
166.0	34.0
167.0	41.0
168.0	34.0
169.0	47.0
170.0	43.0
171.0	26.0
172.0	31.0
173.0	42.0
174.0	35.0
175.0	34.0
176.0	21.0
177.0	26.0
178.0	34.0
179.0	24.0
180.0	36.0
181.0	57.0
182.0	22.0
183.0	18.0
184.0	35.0
185.0	25.0
186.0	35.0
187.0	32.0
188.0	17.0
189.0	23.0
190.0	11.0
191.0	13.0
192.0	23.0
193.0	27.0
194.0	14.0
195.0	15.0
196.0	20.0
197.0	7.0
198.0	13.0
199.0	10.0
200.0	10.0
201.0	9.0
202.0	9.0
203.0	7.0
204.0	8.0
205.0	6.0
206.0	13.0
207.0	8.0
208.0	9.0
209.0	8.0
210.0	5.0
211.0	14.0
212.0	10.0
213.0	12.0
214.0	9.0
215.0	10.0
216.0	11.0
217.0	11.0
218.0	13.0
219.0	17.0
220.0	11.0
221.0	14.0
222.0	25.0
223.0	10.0
224.0	8.0
225.0	12.0
226.0	6.0
227.0	10.0
228.0	5.0
229.0	11.0
230.0	7.0
231.0	8.0
232.0	13.0
233.0	6.0
234.0	11.0
235.0	8.0
236.0	9.0
237.0	4.0
238.0	6.0
239.0	12.0
240.0	8.0
241.0	10.0
242.0	17.0
243.0	18.0
244.0	9.0
245.0	7.0
246.0	13.0
247.0	8.0
248.0	8.0
249.0	4.0
250.0	9.0
251.0	13.0
252.0	8.0
253.0	4.0
254.0	8.0
255.0	6.0
256.0	9.0
257.0	12.0
258.0	9.0
259.0	10.0
260.0	7.0
261.0	6.0
262.0	12.0
263.0	10.0
264.0	8.0
265.0	10.0
266.0	9.0
267.0	4.0
268.0	6.0
269.0	9.0
270.0	4.0
271.0	13.0
272.0	7.0
273.0	4.0
274.0	7.0
275.0	10.0
276.0	6.0
277.0	7.0
278.0	4.0
279.0	8.0
280.0	7.0
281.0	9.0
282.0	6.0
283.0	4.0
284.0	7.0
285.0	14.0
286.0	8.0
287.0	12.0
288.0	14.0
289.0	9.0
290.0	11.0
291.0	13.0
292.0	14.0
293.0	14.0
294.0	21.0
295.0	24.0
296.0	22.0
297.0	15.0
298.0	14.0
299.0	7.0
300.0	5.0
301.0	3.0
302.0	4.0
303.0	4.0
304.0	5.0
305.0	1.0
306.0	7.0
307.0	7.0
308.0	4.0
309.0	7.0
310.0	9.0
311.0	15.0
312.0	8.0
313.0	8.0
314.0	5.0
315.0	3.0
316.0	6.0
317.0	8.0
319.0	5.0
320.0	7.0
321.0	4.0
322.0	1.0
323.0	4.0
324.0	1.0
325.0	12.0
326.0	11.0
327.0	8.0
328.0	6.0
329.0	7.0
330.0	8.0
331.0	2.0
332.0	6.0
333.0	7.0
334.0	6.0
335.0	10.0
336.0	6.0
337.0	3.0
338.0	4.0
339.0	5.0
340.0	15.0
341.0	16.0
342.0	16.0
343.0	5.0
344.0	5.0
345.0	6.0
346.0	5.0
347.0	6.0
348.0	4.0
349.0	7.0
350.0	2.0
351.0	6.0
352.0	4.0
353.0	8.0
354.0	8.0
355.0	7.0
356.0	4.0
357.0	1.0
358.0	4.0
359.0	3.0
360.0	6.0
361.0	2.0
362.0	5.0
363.0	4.0
364.0	6.0
365.0	9.0
366.0	8.0
367.0	7.0
368.0	7.0
369.0	6.0
370.0	5.0
371.0	6.0
372.0	11.0
373.0	9.0
374.0	6.0
375.0	6.0
376.0	2.0
377.0	7.0
378.0	14.0
379.0	7.0
380.0	12.0
381.0	16.0
382.0	11.0
383.0	9.0
384.0	9.0
385.0	8.0
386.0	6.0
387.0	1.0
388.0	15.0
389.0	13.0
390.0	9.0
391.0	7.0
392.0	11.0
393.0	7.0
394.0	8.0
395.0	5.0
396.0	3.0
397.0	10.0
398.0	4.0
399.0	14.0
400.0	5.0
401.0	7.0
402.0	8.0
403.0	1.0
404.0	8.0
405.0	7.0
406.0	2.0
407.0	2.0
408.0	3.0
409.0	5.0
410.0	6.0
411.0	1.0
412.0	6.0
413.0	7.0
414.0	1.0
415.0	2.0
416.0	3.0
417.0	3.0
418.0	4.0
419.0	3.0
420.0	3.0
421.0	2.0
422.0	5.0
423.0	3.0
424.0	4.0
425.0	4.0
426.0	3.0
427.0	1.0
428.0	6.0
429.0	3.0
430.0	5.0
431.0	5.0
432.0	2.0
433.0	3.0
434.0	5.0
435.0	3.0
436.0	4.0
437.0	3.0
438.0	4.0
439.0	4.0
440.0	3.0
441.0	4.0
442.0	6.0
443.0	5.0
444.0	9.0
445.0	3.0
446.0	5.0
447.0	4.0
448.0	7.0
449.0	1.0
450.0	2.0
451.0	3.0
452.0	5.0
453.0	6.0
454.0	5.0
455.0	6.0
456.0	3.0
457.0	7.0
458.0	8.0
459.0	6.0
460.0	2.0
461.0	9.0
462.0	8.0
463.0	5.0
464.0	5.0
465.0	10.0
466.0	12.0
467.0	6.0
468.0	7.0
469.0	9.0
470.0	6.0
471.0	6.0
472.0	9.0
473.0	6.0
474.0	5.0
475.0	7.0
476.0	8.0
477.0	4.0
478.0	6.0
479.0	7.0
480.0	2.0
481.0	1.0
482.0	8.0
483.0	5.0
484.0	3.0
485.0	2.0
486.0	3.0
487.0	3.0
488.0	2.0
489.0	3.0
490.0	6.0
491.0	5.0
492.0	4.0
493.0	5.0
494.0	12.0
495.0	2.0
496.0	7.0
497.0	2.0
498.0	6.0
499.0	7.0
500.0	5.0
501.0	10.0
502.0	5.0
503.0	8.0
504.0	3.0
505.0	1.0
506.0	5.0
507.0	3.0
508.0	4.0
509.0	1.0
510.0	2.0
512.0	1.0
513.0	2.0
514.0	3.0
515.0	2.0
516.0	1.0
517.0	5.0
518.0	3.0
519.0	3.0
521.0	2.0
522.0	6.0
523.0	1.0
524.0	1.0
525.0	8.0
526.0	1.0
527.0	5.0
528.0	4.0
529.0	2.0
530.0	5.0
531.0	2.0
532.0	2.0
534.0	1.0
535.0	3.0
536.0	3.0
537.0	1.0
538.0	4.0
539.0	4.0
540.0	2.0
541.0	2.0
542.0	4.0
543.0	2.0
544.0	1.0
545.0	6.0
546.0	5.0
547.0	2.0
548.0	1.0
549.0	1.0
551.0	2.0
552.0	1.0
553.0	1.0
554.0	1.0
558.0	1.0
564.0	1.0
566.0	1.0
567.0	1.0
568.0	1.0
570.0	1.0
571.0	1.0
573.0	1.0
575.0	2.0
576.0	1.0
579.0	1.0
582.0	2.0
583.0	2.0
585.0	1.0
589.0	1.0
590.0	1.0
592.0	1.0
593.0	1.0
594.0	2.0
595.0	3.0
596.0	1.0
597.0	2.0
598.0	1.0
599.0	1.0
600.0	2.0
601.0	2.0
602.0	1.0
604.0	1.0
605.0	1.0
606.0	3.0
608.0	1.0
609.0	2.0
610.0	1.0
611.0	2.0
614.0	2.0
615.0	1.0
616.0	1.0
617.0	2.0
618.0	1.0
619.0	2.0
620.0	1.0
621.0	3.0
622.0	5.0
624.0	1.0
625.0	1.0
626.0	5.0
627.0	4.0
628.0	1.0
629.0	3.0
630.0	1.0
631.0	1.0
633.0	2.0
635.0	2.0
636.0	3.0
637.0	4.0
638.0	5.0
640.0	4.0
641.0	4.0
642.0	3.0
643.0	2.0
645.0	1.0
646.0	1.0
647.0	3.0
648.0	4.0
649.0	4.0
650.0	3.0
651.0	2.0
652.0	3.0
654.0	2.0
655.0	2.0
656.0	2.0
657.0	1.0
658.0	2.0
659.0	10.0
660.0	4.0
662.0	8.0
663.0	2.0
664.0	2.0
665.0	1.0
666.0	4.0
667.0	3.0
668.0	2.0
669.0	1.0
670.0	2.0
671.0	3.0
672.0	3.0
673.0	2.0
674.0	1.0
675.0	4.0
676.0	3.0
677.0	4.0
679.0	1.0
680.0	1.0
681.0	2.0
682.0	7.0
683.0	4.0
685.0	5.0
686.0	2.0
688.0	2.0
689.0	2.0
690.0	4.0
691.0	1.0
692.0	7.0
693.0	2.0
694.0	1.0
695.0	2.0
696.0	4.0
697.0	2.0
699.0	3.0
700.0	1.0
701.0	3.0
702.0	1.0
704.0	5.0
705.0	4.0
706.0	3.0
707.0	2.0
708.0	4.0
709.0	3.0
710.0	1.0
712.0	3.0
713.0	4.0
714.0	3.0
715.0	1.0
717.0	1.0
718.0	3.0
719.0	2.0
720.0	1.0
722.0	1.0
724.0	1.0
725.0	1.0
726.0	1.0
727.0	3.0
728.0	2.0
729.0	2.0
731.0	4.0
732.0	1.0
733.0	2.0
734.0	1.0
735.0	1.0
736.0	2.0
737.0	3.0
738.0	2.0
739.0	2.0
740.0	4.0
741.0	1.0
742.0	2.0
743.0	4.0
745.0	4.0
746.0	3.0
748.0	4.0
749.0	1.0
750.0	4.0
751.0	1.0
752.0	4.0
753.0	2.0
754.0	1.0
755.0	3.0
756.0	4.0
757.0	5.0
758.0	4.0
759.0	4.0
760.0	2.0
761.0	4.0
764.0	1.0
767.0	1.0
768.0	1.0
769.0	1.0
771.0	1.0
772.0	1.0
773.0	4.0
775.0	1.0
776.0	1.0
777.0	2.0
779.0	2.0
781.0	1.0
782.0	2.0
784.0	2.0
785.0	1.0
787.0	2.0
790.0	3.0
791.0	1.0
792.0	2.0
794.0	1.0
796.0	4.0
799.0	1.0
801.0	2.0
802.0	1.0
804.0	1.0
805.0	1.0
807.0	2.0
809.0	2.0
811.0	1.0
812.0	1.0
813.0	1.0
814.0	2.0
815.0	1.0
816.0	2.0
817.0	1.0
818.0	3.0
819.0	2.0
821.0	1.0
824.0	1.0
825.0	1.0
830.0	1.0
833.0	2.0
835.0	1.0
836.0	2.0
837.0	1.0
839.0	1.0
840.0	1.0
842.0	2.0
843.0	1.0
844.0	1.0
845.0	1.0
846.0	2.0
848.0	1.0
849.0	1.0
850.0	1.0
851.0	1.0
856.0	1.0
857.0	2.0
858.0	1.0
859.0	1.0
861.0	1.0
862.0	1.0
863.0	4.0
864.0	2.0
866.0	3.0
867.0	1.0
868.0	3.0
869.0	1.0
870.0	2.0
871.0	4.0
872.0	1.0
873.0	4.0
874.0	2.0
875.0	1.0
876.0	1.0
877.0	2.0
878.0	2.0
880.0	1.0
881.0	1.0
882.0	2.0
883.0	2.0
884.0	2.0
885.0	1.0
886.0	1.0
887.0	1.0
889.0	2.0
890.0	2.0
892.0	1.0
894.0	1.0
896.0	1.0
897.0	3.0
898.0	2.0
899.0	2.0
901.0	1.0
903.0	1.0
906.0	5.0
907.0	3.0
908.0	1.0
910.0	2.0
911.0	1.0
914.0	1.0
915.0	3.0
917.0	1.0
922.0	1.0
923.0	2.0
924.0	1.0
929.0	2.0
931.0	4.0
932.0	1.0
933.0	1.0
934.0	1.0
935.0	2.0
940.0	1.0
941.0	1.0
944.0	2.0
945.0	4.0
946.0	3.0
947.0	1.0
949.0	2.0
952.0	2.0
955.0	2.0
957.0	2.0
958.0	2.0
959.0	2.0
960.0	4.0
961.0	3.0
962.0	3.0
963.0	2.0
964.0	1.0
965.0	1.0
966.0	2.0
967.0	2.0
968.0	1.0
969.0	1.0
970.0	1.0
971.0	2.0
972.0	1.0
973.0	1.0
974.0	3.0
975.0	1.0
976.0	2.0
978.0	2.0
980.0	2.0
981.0	2.0
982.0	1.0
983.0	1.0
984.0	1.0
986.0	2.0
987.0	1.0
988.0	1.0
989.0	3.0
990.0	5.0
992.0	1.0
993.0	1.0
994.0	1.0
995.0	1.0
996.0	1.0
998.0	2.0
999.0	2.0
1000.0	1.0
1001.0	1.0
1002.0	2.0
1003.0	1.0
1004.0	3.0
1005.0	1.0
1006.0	3.0
1007.0	1.0
1008.0	1.0
1009.0	1.0
1010.0	1.0
1011.0	3.0
1012.0	1.0
1014.0	1.0
1015.0	3.0
1016.0	2.0
1017.0	1.0
1018.0	3.0
1019.0	2.0
1020.0	6.0
1021.0	1.0
1022.0	1.0
1023.0	1.0
1024.0	1.0
1039.0	1.0
1055.0	1.0
1062.0	1.0
1064.0	1.0
1081.0	1.0
1104.0	1.0
1136.0	1.0
1143.0	1.0
1144.0	1.0
1159.0	1.0
1166.0	2.0
1183.0	1.0
1192.0	1.0
1205.0	1.0
1207.0	1.0
1229.0	1.0
1232.0	1.0
1237.0	1.0
1239.0	1.0
1254.0	1.0
1263.0	1.0
1267.0	1.0
1269.0	1.0
1286.0	1.0
1295.0	1.0
1305.0	1.0
1310.0	1.0
1315.0	1.0
1329.0	1.0
1335.0	1.0
1339.0	1.0
1380.0	1.0
1383.0	1.0
1404.0	1.0
1407.0	1.0
1432.0	1.0
1442.0	1.0
1454.0	1.0
1469.0	1.0
1477.0	1.0
1493.0	1.0
1501.0	1.0
1523.0	1.0
1525.0	1.0
1537.0	2.0
1556.0	1.0
1559.0	1.0
1565.0	1.0
1578.0	1.0
1587.0	1.0
1594.0	1.0
1602.0	1.0
1618.0	1.0
1621.0	1.0
1639.0	1.0
1640.0	1.0
1649.0	1.0
1654.0	1.0
1664.0	1.0
1665.0	1.0
1669.0	1.0
1670.0	1.0
1676.0	1.0
1685.0	1.0
1687.0	1.0
1704.0	1.0
1708.0	1.0
1718.0	1.0
1721.0	1.0
1730.0	1.0
1733.0	1.0
1735.0	1.0
1736.0	1.0
1738.0	1.0
1741.0	1.0
1742.0	1.0
1746.0	1.0
1747.0	1.0
1757.0	1.0
1765.0	2.0
1773.0	1.0
1781.0	1.0
1786.0	1.0
1788.0	1.0
1801.0	2.0
1810.0	1.0
1817.0	1.0
1823.0	1.0
1829.0	1.0
1833.0	1.0
1835.0	1.0
1836.0	1.0
1842.0	1.0
1844.0	1.0
1848.0	1.0
1851.0	1.0
1852.0	1.0
1857.0	2.0
1859.0	1.0
1869.0	1.0
1874.0	1.0
1879.0	1.0
1885.0	1.0
1889.0	1.0
1896.0	1.0
1904.0	1.0
1917.0	1.0
1920.0	1.0
1926.0	1.0
1933.0	1.0
1939.0	1.0
1947.0	1.0
1951.0	1.0
1954.0	1.0
1957.0	1.0
1959.0	1.0
1962.0	1.0
1963.0	2.0
1966.0	2.0
1967.0	1.0
1968.0	1.0
1969.0	1.0
1978.0	1.0
1979.0	1.0
1980.0	1.0
1981.0	1.0
1987.0	3.0
1988.0	1.0
1989.0	2.0
1990.0	2.0
1992.0	1.0
1993.0	1.0
1995.0	1.0
1996.0	2.0
1997.0	2.0
1999.0	1.0
2001.0	2.0
2004.0	2.0
2006.0	2.0
2010.0	1.0
2012.0	2.0
2013.0	3.0
2014.0	3.0
