#Coverage	Number of genomic locations
161.0	48.0
162.0	43.0
163.0	42.0
164.0	74.0
165.0	57.0
166.0	60.0
167.0	59.0
168.0	63.0
169.0	51.0
170.0	38.0
171.0	47.0
172.0	34.0
173.0	48.0
174.0	40.0
175.0	29.0
176.0	51.0
177.0	36.0
178.0	54.0
179.0	53.0
180.0	36.0
181.0	46.0
182.0	60.0
183.0	27.0
184.0	27.0
185.0	22.0
186.0	32.0
187.0	61.0
188.0	41.0
189.0	34.0
190.0	29.0
191.0	30.0
192.0	32.0
193.0	23.0
194.0	23.0
195.0	28.0
196.0	22.0
197.0	20.0
198.0	24.0
199.0	10.0
200.0	9.0
201.0	20.0
202.0	20.0
203.0	15.0
204.0	19.0
205.0	24.0
206.0	17.0
207.0	11.0
208.0	17.0
209.0	12.0
210.0	14.0
211.0	24.0
212.0	20.0
213.0	24.0
214.0	25.0
215.0	19.0
216.0	20.0
217.0	19.0
218.0	25.0
219.0	24.0
220.0	43.0
221.0	34.0
222.0	30.0
223.0	49.0
224.0	33.0
225.0	28.0
226.0	25.0
227.0	36.0
228.0	28.0
229.0	22.0
230.0	21.0
231.0	24.0
232.0	32.0
233.0	26.0
234.0	18.0
235.0	35.0
236.0	27.0
237.0	14.0
238.0	19.0
239.0	46.0
240.0	34.0
241.0	33.0
242.0	39.0
243.0	27.0
244.0	37.0
245.0	35.0
246.0	39.0
247.0	26.0
248.0	28.0
249.0	33.0
250.0	21.0
251.0	34.0
252.0	39.0
253.0	32.0
254.0	33.0
255.0	26.0
256.0	29.0
257.0	36.0
258.0	42.0
259.0	21.0
260.0	28.0
261.0	22.0
262.0	7.0
263.0	36.0
264.0	28.0
265.0	19.0
266.0	31.0
267.0	26.0
268.0	27.0
269.0	29.0
270.0	22.0
271.0	20.0
272.0	18.0
273.0	21.0
274.0	14.0
275.0	10.0
276.0	6.0
277.0	9.0
278.0	5.0
279.0	8.0
280.0	12.0
281.0	18.0
282.0	16.0
283.0	24.0
284.0	21.0
285.0	16.0
286.0	15.0
287.0	16.0
288.0	21.0
289.0	18.0
290.0	18.0
291.0	5.0
292.0	15.0
293.0	8.0
294.0	13.0
295.0	12.0
296.0	8.0
297.0	15.0
298.0	15.0
299.0	11.0
300.0	17.0
301.0	10.0
302.0	18.0
303.0	13.0
304.0	21.0
305.0	10.0
306.0	16.0
307.0	10.0
308.0	21.0
309.0	18.0
310.0	18.0
311.0	19.0
312.0	31.0
313.0	32.0
314.0	14.0
315.0	23.0
316.0	17.0
317.0	20.0
318.0	12.0
319.0	8.0
320.0	14.0
321.0	15.0
322.0	12.0
323.0	7.0
324.0	11.0
325.0	16.0
326.0	10.0
327.0	7.0
328.0	8.0
329.0	4.0
330.0	4.0
331.0	13.0
332.0	17.0
333.0	6.0
334.0	7.0
335.0	6.0
336.0	14.0
337.0	8.0
338.0	11.0
339.0	19.0
340.0	11.0
341.0	14.0
342.0	17.0
343.0	15.0
344.0	24.0
345.0	20.0
346.0	15.0
347.0	18.0
348.0	17.0
349.0	19.0
350.0	18.0
351.0	9.0
352.0	18.0
353.0	10.0
354.0	15.0
355.0	22.0
356.0	23.0
357.0	11.0
358.0	15.0
359.0	8.0
360.0	11.0
361.0	8.0
362.0	13.0
363.0	13.0
364.0	24.0
365.0	10.0
366.0	14.0
367.0	12.0
368.0	10.0
369.0	11.0
370.0	9.0
371.0	10.0
372.0	6.0
373.0	8.0
374.0	11.0
375.0	10.0
376.0	14.0
377.0	9.0
378.0	11.0
379.0	12.0
380.0	5.0
381.0	11.0
382.0	5.0
383.0	15.0
384.0	7.0
385.0	11.0
386.0	7.0
387.0	13.0
388.0	8.0
389.0	13.0
390.0	10.0
391.0	6.0
392.0	16.0
393.0	5.0
394.0	17.0
395.0	8.0
396.0	9.0
397.0	17.0
398.0	13.0
399.0	7.0
400.0	6.0
401.0	5.0
402.0	10.0
403.0	7.0
404.0	2.0
405.0	6.0
406.0	4.0
407.0	6.0
408.0	5.0
409.0	2.0
410.0	11.0
411.0	3.0
412.0	2.0
413.0	6.0
414.0	3.0
415.0	7.0
416.0	4.0
417.0	11.0
418.0	1.0
419.0	4.0
420.0	5.0
421.0	3.0
423.0	6.0
424.0	5.0
425.0	6.0
426.0	9.0
427.0	8.0
428.0	2.0
429.0	6.0
430.0	5.0
431.0	2.0
432.0	1.0
433.0	2.0
434.0	5.0
435.0	3.0
436.0	5.0
437.0	4.0
438.0	1.0
439.0	4.0
440.0	5.0
441.0	3.0
442.0	3.0
443.0	3.0
444.0	1.0
446.0	4.0
447.0	5.0
448.0	2.0
449.0	2.0
450.0	1.0
451.0	2.0
453.0	1.0
455.0	2.0
459.0	3.0
461.0	2.0
462.0	1.0
463.0	1.0
464.0	7.0
465.0	2.0
466.0	5.0
467.0	6.0
468.0	7.0
469.0	2.0
470.0	1.0
471.0	1.0
472.0	1.0
473.0	3.0
474.0	4.0
475.0	2.0
477.0	1.0
478.0	1.0
480.0	2.0
484.0	1.0
485.0	1.0
487.0	1.0
488.0	1.0
489.0	1.0
490.0	2.0
491.0	2.0
492.0	1.0
494.0	1.0
496.0	1.0
498.0	1.0
499.0	2.0
500.0	1.0
501.0	2.0
503.0	1.0
509.0	2.0
510.0	1.0
511.0	3.0
512.0	2.0
513.0	1.0
514.0	1.0
515.0	1.0
516.0	2.0
517.0	2.0
519.0	1.0
520.0	2.0
521.0	1.0
527.0	2.0
528.0	1.0
529.0	1.0
530.0	6.0
533.0	1.0
535.0	1.0
536.0	2.0
540.0	1.0
542.0	1.0
544.0	5.0
545.0	1.0
546.0	2.0
547.0	1.0
548.0	1.0
552.0	3.0
554.0	4.0
555.0	4.0
556.0	5.0
557.0	4.0
558.0	2.0
559.0	1.0
560.0	2.0
561.0	5.0
562.0	3.0
564.0	1.0
565.0	2.0
568.0	1.0
570.0	1.0
571.0	1.0
572.0	2.0
573.0	5.0
574.0	1.0
576.0	1.0
577.0	1.0
579.0	1.0
580.0	1.0
581.0	2.0
586.0	1.0
591.0	1.0
599.0	1.0
604.0	1.0
607.0	1.0
611.0	1.0
635.0	1.0
636.0	1.0
641.0	1.0
645.0	1.0
657.0	1.0
660.0	2.0
662.0	1.0
694.0	2.0
695.0	1.0
702.0	1.0
703.0	1.0
710.0	1.0
716.0	1.0
729.0	1.0
730.0	1.0
731.0	2.0
732.0	1.0
733.0	1.0
734.0	3.0
735.0	1.0
743.0	1.0
747.0	1.0
752.0	1.0
753.0	1.0
755.0	2.0
759.0	2.0
760.0	1.0
765.0	1.0
766.0	1.0
767.0	1.0
769.0	1.0
771.0	2.0
783.0	1.0
786.0	1.0
791.0	1.0
799.0	1.0
801.0	1.0
804.0	1.0
805.0	1.0
806.0	1.0
809.0	1.0
810.0	1.0
811.0	1.0
813.0	2.0
814.0	1.0
815.0	2.0
819.0	1.0
821.0	1.0
822.0	1.0
823.0	1.0
825.0	1.0
843.0	1.0
850.0	1.0
857.0	1.0
858.0	1.0
861.0	1.0
863.0	2.0
864.0	2.0
871.0	1.0
873.0	1.0
875.0	1.0
882.0	1.0
883.0	1.0
884.0	1.0
885.0	2.0
886.0	1.0
889.0	1.0
890.0	1.0
892.0	2.0
895.0	2.0
896.0	1.0
897.0	1.0
900.0	2.0
902.0	1.0
904.0	1.0
905.0	1.0
916.0	1.0
917.0	1.0
918.0	1.0
931.0	1.0
934.0	2.0
943.0	1.0
944.0	1.0
945.0	1.0
951.0	1.0
953.0	4.0
963.0	1.0
965.0	1.0
966.0	1.0
969.0	1.0
970.0	2.0
971.0	3.0
972.0	2.0
974.0	3.0
976.0	1.0
977.0	1.0
979.0	2.0
980.0	1.0
982.0	3.0
983.0	1.0
988.0	1.0
990.0	1.0
992.0	1.0
993.0	2.0
995.0	3.0
996.0	1.0
997.0	1.0
998.0	1.0
999.0	1.0
1000.0	2.0
1001.0	1.0
1002.0	2.0
1003.0	1.0
1004.0	1.0
1005.0	1.0
1006.0	2.0
1007.0	2.0
1010.0	3.0
1011.0	1.0
1012.0	3.0
1013.0	1.0
1014.0	1.0
1015.0	1.0
1016.0	3.0
1017.0	1.0
1018.0	2.0
1020.0	1.0
1021.0	1.0
1022.0	1.0
1023.0	3.0
1029.0	1.0
1030.0	2.0
1031.0	2.0
1033.0	1.0
1034.0	3.0
1038.0	2.0
1039.0	2.0
1040.0	3.0
1042.0	1.0
1043.0	1.0
1044.0	2.0
1045.0	1.0
1046.0	3.0
1048.0	1.0
1050.0	1.0
1052.0	3.0
1053.0	1.0
1054.0	1.0
1057.0	1.0
1058.0	1.0
1059.0	2.0
1061.0	5.0
1063.0	3.0
1064.0	3.0
1065.0	2.0
1066.0	3.0
1067.0	4.0
1068.0	3.0
1069.0	2.0
1070.0	4.0
1072.0	3.0
1074.0	1.0
1075.0	1.0
1077.0	1.0
1079.0	1.0
1081.0	3.0
1082.0	1.0
1084.0	1.0
1085.0	1.0
1086.0	4.0
1089.0	1.0
1090.0	1.0
1093.0	2.0
1094.0	1.0
1095.0	1.0
1096.0	1.0
1099.0	2.0
1102.0	1.0
1104.0	2.0
1105.0	1.0
1106.0	2.0
1107.0	1.0
1108.0	1.0
1109.0	3.0
1110.0	4.0
1111.0	3.0
1112.0	2.0
1113.0	3.0
1114.0	1.0
1115.0	1.0
1116.0	2.0
1119.0	1.0
1120.0	3.0
1121.0	2.0
1122.0	1.0
1125.0	1.0
1134.0	1.0
