#Position (bp)	mapping quality
3921452.5	35.36432745461968
1.17643565E7	38.53508712428549
1.96072605E7	38.55626307309213
2.74501645E7	39.81729538428847
3.52930685E7	40.68220023199901
4.31359725E7	40.53571152297557
5.09788765E7	40.11163109101668
5.88217805E7	40.65524161585558
6.66646845E7	40.40956882811271
7.45075885E7	40.493461816590894
8.23504925E7	39.369468824571236
9.01933965E7	39.97623226443602
9.80363005E7	40.518501966633195
1.058792045E8	37.652965543627815
1.137221085E8	40.35732856595582
1.215650125E8	18.7050735568204
1.294079165E8	0.0
1.372508205E8	0.0
1.450937245E8	16.599056210690158
1.529366285E8	37.56221603557501
1.607795325E8	38.91531449072239
1.686224365E8	40.53027227695281
1.764653405E8	40.108752959976556
1.843082445E8	40.522461847593505
1.921511485E8	40.51928277920782
1.999940525E8	40.029740352180234
2.078369565E8	39.44960149390873
2.156798605E8	40.94298788340295
2.235227645E8	39.82873194330418
2.313656685E8	39.89709979284235
2.392085725E8	39.99771628379348
2.46190323E8	37.49237978270453
2.50111775E8	38.77929851773367
2.548943805E8	40.58235776195882
2.627372845E8	40.644492965017555
2.705801885E8	40.71376015092557
2.784230925E8	40.86759425493717
2.862659965E8	40.14103608413488
2.941089005E8	40.918000326769416
3.019518045E8	40.66823246559207
3.097947085E8	40.57338698108438
3.176376125E8	40.712596816933356
3.254805165E8	39.93921464138091
3.333234205E8	36.46100814767419
3.411663245E8	13.978247248174021
3.490092285E8	36.45765357024696
3.568521325E8	36.15591783423413
3.646950365E8	36.372268996687716
3.725379405E8	40.65639233726301
3.803808445E8	34.93643213641423
3.882237485E8	40.420213097124744
3.960666525E8	40.56173909670335
4.039095565E8	40.112574826605766
4.117524605E8	39.6482468013884
4.195953645E8	40.32461002460205
4.274382685E8	40.49038090761066
4.352811725E8	40.00287907461956
4.431240765E8	40.26286989808919
4.509669805E8	40.67788707144319
4.588098845E8	40.4996494859368
4.666527885E8	40.82783713428407
4.744956925E8	40.82635128716633
4.823385965E8	40.519444984984666
4.893550215E8	39.93434640360055
4.932764735E8	39.56660973231635
4.980244045E8	40.56896633807741
5.058673085E8	40.59352764076278
5.137102125E8	40.224159661821986
5.215531165E8	40.650895291154804
5.293960205E8	40.27305750212936
5.372389245E8	40.34959260467531
5.450818285E8	40.465677753862444
5.529247325E8	40.74005298374116
5.607676365E8	41.00396702428511
5.686105405E8	38.04891328342075
5.764534445E8	40.74422373872776
5.842963485E8	39.10927853458991
5.921392525E8	40.042779718073966
5.999821565E8	40.55355631662947
6.078250605E8	40.416070318380825
6.156679645E8	39.87194332641553
6.235108685E8	39.87055994063809
6.313537725E8	40.25013751025472
6.391966765E8	40.64966745893488
6.470395805E8	40.383636793118804
6.548824845E8	40.42994448110723
6.627253885E8	40.876006194634016
6.705682925E8	40.52338112302393
6.784111965E8	40.70573609233989
6.862541005E8	38.29436689636383
6.903239885E8	21.845730893095592
6.942454405E8	39.02558867375359
7.019399085E8	37.81332860808227
7.097828125E8	40.538715774294154
7.176257165E8	40.82582559039741
7.254686205E8	40.57385064835221
7.333115245E8	40.56779952606372
7.411544285E8	31.62688780223164
