#Position (bp)	Coverage
3921452.5	0.18993640620872065
1.17643565E7	0.22899642785376437
1.96072605E7	0.24959912807806905
2.74501645E7	0.24425098152419053
3.52930685E7	0.2902792129037918
4.31359725E7	0.30189633839710395
5.09788765E7	0.36047731809544015
5.88217805E7	0.36670600583661356
6.66646845E7	0.41456519166880024
7.45075885E7	0.4615971328987324
8.23504925E7	0.44305629649425776
9.01933965E7	0.41023452537478466
9.80363005E7	0.4403729791924012
1.058792045E8	0.45702127681277244
1.137221085E8	0.3493044158133263
1.215650125E8	0.2971537073512566
1.294079165E8	0.0
1.372508205E8	0.0
1.450937245E8	0.21306584907835158
1.529366285E8	0.2722601220160288
1.607795325E8	0.3940341485755786
1.686224365E8	0.4002465158313808
1.764653405E8	0.38933027868248804
1.843082445E8	0.40892786651475016
1.921511485E8	0.5314270071391923
1.999940525E8	0.3895602955231889
2.078369565E8	0.3042411331312993
2.156798605E8	0.3977521591492131
2.235227645E8	0.35984196670008967
2.313656685E8	0.3246717032364543
2.392085725E8	0.38546079360400176
2.46190323E8	0.34526239842289896
2.50111775E8	0.30880731483992113
2.548943805E8	0.3400522306533396
2.627372845E8	0.35770168804820257
2.705801885E8	0.3751090157421282
2.784230925E8	0.3278177317993437
2.862659965E8	0.40856333317352855
2.941089005E8	0.35831204870032834
3.019518045E8	0.43312540864965327
3.097947085E8	0.43056207241603367
3.176376125E8	0.3553187696802103
3.254805165E8	0.43768201166302684
3.333234205E8	0.39673608143106176
3.411663245E8	0.19971352448021804
3.490092285E8	0.32488743965245526
3.568521325E8	0.337088405009165
3.646950365E8	0.37524773986778365
3.725379405E8	0.3927642108076294
3.803808445E8	0.3507007098391106
3.882237485E8	0.43456836906329593
3.960666525E8	0.4397457880397363
4.039095565E8	0.4463818503962308
4.117524605E8	0.4390679778816622
4.195953645E8	0.40687798805136466
4.274382685E8	0.39739846363030834
4.352811725E8	0.4977680461216917
4.431240765E8	0.4679090806160575
4.509669805E8	0.377911294081886
4.588098845E8	0.4261231554026417
4.666527885E8	0.360388830463818
4.744956925E8	0.37701927755331444
4.823385965E8	0.32684946800317843
4.893550215E8	0.2654574046364863
4.932764735E8	0.4044531077014661
4.980244045E8	0.36973409339193747
5.058673085E8	0.28679364174290545
5.137102125E8	0.4416881808064972
5.215531165E8	0.3965199625036849
5.293960205E8	0.4061742946235221
5.372389245E8	0.3267970639446817
5.450818285E8	0.28523618292408015
5.529247325E8	0.35024360874492405
5.607676365E8	0.34838179837468364
5.686105405E8	0.3995216567740725
5.764534445E8	0.501489881809085
5.842963485E8	0.29758454266429885
5.921392525E8	0.45330288372776206
5.999821565E8	0.46940470009578084
6.078250605E8	0.4348233766472215
6.156679645E8	0.3644985326863621
6.235108685E8	0.3425144563799327
6.313537725E8	0.38902567212348893
6.391966765E8	0.4546059724816216
6.470395805E8	0.43685973970865893
6.548824845E8	0.470972741729339
6.627253885E8	0.43958742833011855
6.705682925E8	0.4352357239104291
6.784111965E8	0.3529353412970502
6.862541005E8	0.3676227581008259
