#Position (bp)	insert size
3921452.5	166.2407447036165
1.17643565E7	178.43957131079966
1.96072605E7	177.80136363636365
2.74501645E7	180.11323961069056
3.52930685E7	179.5455849745663
4.31359725E7	178.88798659448312
5.09788765E7	176.65491183879092
5.88217805E7	176.6323137589257
6.66646845E7	181.1929567131328
7.45075885E7	182.40987796833772
8.23504925E7	182.6726662073717
9.01933965E7	181.31046662948503
9.80363005E7	183.33584220088244
1.058792045E8	183.27129969929837
1.137221085E8	180.58224115334207
1.215650125E8	177.02955475946777
1.294079165E8	0.0
1.372508205E8	0.0
1.450937245E8	184.0940125111707
1.529366285E8	180.24972160356347
1.607795325E8	181.77548660628253
1.686224365E8	182.0194239151033
1.764653405E8	180.30023432923258
1.843082445E8	181.48482874162323
1.921511485E8	184.16970698075266
1.999940525E8	181.94852146576284
2.078369565E8	180.15759990041082
2.156798605E8	180.86862012831563
2.235227645E8	180.92829949238578
2.313656685E8	179.4404412627626
2.392085725E8	179.74552644587246
2.46190323E8	182.51697900521347
2.50111775E8	178.44300225733633
2.548943805E8	179.61820013431833
2.627372845E8	180.3354255319149
2.705801885E8	180.57023954527
2.784230925E8	179.29959278650378
2.862659965E8	181.98562359970126
2.941089005E8	181.48644914443616
3.019518045E8	181.90793874317902
3.097947085E8	181.91737363025806
3.176376125E8	182.15135308589154
3.254805165E8	181.35936275790024
3.333234205E8	181.68206209275584
3.411663245E8	182.3066182096404
3.490092285E8	181.98288995663893
3.568521325E8	180.60341320072334
3.646950365E8	181.42162436548224
3.725379405E8	179.9959282598158
3.803808445E8	179.5453557848995
3.882237485E8	180.8336262963614
3.960666525E8	184.19814910915068
4.039095565E8	182.45795270212585
4.117524605E8	183.0169065371944
4.195953645E8	182.18073977209042
4.274382685E8	181.74147372466135
4.352811725E8	182.7269039418293
4.431240765E8	183.32372577756067
4.509669805E8	180.68349455864572
4.588098845E8	181.98101773460476
4.666527885E8	179.127538071066
4.744956925E8	180.74519911057206
4.823385965E8	180.1785922047702
4.893550215E8	178.5426497277677
4.932764735E8	180.78504254366322
4.980244045E8	180.4192818191172
5.058673085E8	181.01677010431797
5.137102125E8	181.9000086273833
5.215531165E8	182.49529208301306
5.293960205E8	181.4433008982036
5.372389245E8	181.2755493547262
5.450818285E8	178.7233560090703
5.529247325E8	181.56554347826088
5.607676365E8	180.96721850674268
5.686105405E8	181.4874976140485
5.764534445E8	182.25278895044394
5.842963485E8	181.50319856704198
5.921392525E8	182.18466195761857
5.999821565E8	182.04901722882795
6.078250605E8	180.12294652219504
6.156679645E8	179.6093733654148
6.235108685E8	180.85665073897098
6.313537725E8	181.3538175046555
6.391966765E8	180.96348833305356
6.470395805E8	182.77933985330074
6.548824845E8	181.82929399367757
6.627253885E8	183.258203427784
6.705682925E8	182.10575074287712
6.784111965E8	181.33588362068966
6.862541005E8	180.24666459820043
6.903239885E8	185.4795918367347
6.942454405E8	178.2675369613086
7.019399085E8	180.32649592021758
7.097828125E8	180.81066615693396
7.176257165E8	179.9467073389557
7.254686205E8	182.28046295541608
7.333115245E8	181.39812814974803
7.411544285E8	182.30730827901817
7.489973325E8	181.952636282395
7.568402365E8	182.86685808039377
7.646831405E8	182.78771494415884
7.725260445E8	180.67544102706196
7.803689485E8	181.97180720857602
7.882118525E8	181.91881888468498
7.960547565E8	183.32784862196627
8.038976605E8	182.58647117627459
8.117405645E8	182.09414277499383
8.195834685E8	181.9105957679394
8.274263725E8	182.8255832159073
8.352692765E8	181.81045576407507
8.431121805E8	182.1678440237355
8.509550845E8	181.8742348358375
8.587979885E8	181.82683399309357
8.666408925E8	182.35079429735234
8.744837965E8	181.01381934708593
8.800159745E8	178.84890426758938
8.839374265E8	178.04458735262594
8.901696045E8	180.73506412261494
8.980125085E8	181.25815217391303
9.058554125E8	183.04385366962055
9.136983165E8	182.11734145467574
9.215412205E8	182.1102573597482
9.293841245E8	183.0126651982379
9.372270285E8	183.47658090660636
9.450699325E8	181.17477190185136
9.529128365E8	182.07893053601126
9.607557405E8	182.22277655185647
9.685986445E8	182.72583983442127
9.764415485E8	182.6769732886713
9.842844525E8	182.7443649511501
9.921273565E8	181.78034218499377
9.999702605E8	181.7172255472657
1.0078131645E9	181.0121471642052
1.0156560685E9	178.91256893382354
1.0234989725E9	178.96743210421727
1.0313418765E9	180.6380495254718
1.0391847805E9	179.8399396811719
1.0470276845E9	179.5248007501172
1.0548705885E9	179.9445476253648
1.0606670005E9	180.68941326530611
1.0645884525E9	182.53949814126395
1.0705563965E9	181.40220297294408
1.0783993005E9	181.32964435371227
1.0862422045E9	182.04610923151282
1.0940851085E9	179.40679747722496
1.1019280125E9	179.7665079160767
1.1097709165E9	180.97609819121448
1.1176138205E9	181.77356516139417
1.1254567245E9	182.6461715454429
1.1332996285E9	182.0340246273493
1.1411425325E9	181.92379167006277
1.1489854365E9	181.4688221709007
1.1568283405E9	181.42996796188285
1.1646712445E9	181.4314362263538
1.1725141485E9	181.58098913374633
1.1803570525E9	182.20712545164272
1.1881999565E9	181.76307971612476
1.1960428605E9	182.3906651966189
1.2038857645E9	181.86593976226652
1.2117286685E9	181.39474446913343
1.2195715725E9	181.26699642180594
1.2274144765E9	179.92610046053335
1.232496478E9	181.70098039215685
1.23641793E9	178.32644153457386
1.2431002845E9	182.98979870662174
1.2509431885E9	184.2290188402251
1.2587860925E9	181.02051757913188
1.2666289965E9	181.31393803047345
1.2744719005E9	180.9396838183466
1.2823148045E9	179.28990861364963
1.2901577085E9	180.38629194149698
1.2980006125E9	181.03675396200967
1.3058435165E9	181.0508921644686
1.3136864205E9	183.16152729136414
1.3215293245E9	183.15537880613803
1.3293722285E9	181.50213018924006
1.3372151325E9	181.9034474445516
1.3450580365E9	182.71323962629407
1.3529009405E9	182.3185955786736
1.3607438445E9	180.79235557284574
1.3685867485E9	180.58241312936886
1.3764296525E9	182.51237071587914
1.3842725565E9	179.63513031060336
1.3904948495E9	178.62891098714528
1.3944163015E9	179.6937106918239
1.3999583645E9	180.64910584823588
1.4078012685E9	181.25279129687948
1.4156441725E9	180.78721244925575
1.4234870765E9	180.40108428805237
1.4313299805E9	179.9469550137713
1.4391728845E9	181.27713899222184
1.4470157885E9	181.02310829179882
1.4548586925E9	181.18653431160985
1.4627015965E9	182.32052345405953
1.4705445005E9	182.85752352402366
1.4783874045E9	183.03072878152986
1.4862303085E9	181.65906489389803
1.4940732125E9	182.93301941187775
1.5019161165E9	182.8925957982532
1.5097590205E9	182.7646423527457
1.5176019245E9	181.39453084229203
1.5254448285E9	180.26262298626878
1.5332877325E9	178.93556797020483
1.5381844485E9	178.40018832391715
1.5421059005E9	181.5304139491548
1.5489735405E9	183.07063746000492
1.5568164445E9	182.4762658227848
1.5646593485E9	181.69352059279683
1.5725022525E9	182.36859699144628
1.5803451565E9	183.5069781553398
1.5881880605E9	188.5061425061425
1.5960309645E9	0.0
1.6038738685E9	186.51026252983294
1.6117167725E9	183.287731994864
1.6195596765E9	181.0511301494714
1.6274025805E9	180.32993197278913
1.6352454845E9	180.3558184506882
