#Position (bp)	Coverage
3921452.5	0.10429236415490997
1.17643565E7	0.09566609510966856
1.96072605E7	0.11256901780258945
2.74501645E7	0.09624904244652235
3.52930685E7	0.10052615714791358
4.31359725E7	0.09526547819532152
5.09788765E7	0.09461061871980073
5.88217805E7	0.09228596958473545
6.66646845E7	0.08805692381291419
7.45075885E7	0.08753747336445786
8.23504925E7	0.08335190638569591
9.01933965E7	0.08674325224432175
9.80363005E7	0.08876992501757003
1.058792045E8	0.08538546436371018
1.137221085E8	0.09250272603107217
1.215650125E8	0.1227055692636299
1.294079165E8	0.0
1.372508205E8	0.0
1.450937245E8	0.11028797496437544
1.529366285E8	0.12887114262778174
1.607795325E8	0.1343170845900957
1.686224365E8	0.12006496573208088
1.764653405E8	0.12367791318113801
1.843082445E8	0.12259043333948752
1.921511485E8	0.10859102699714289
1.999940525E8	0.12067889649038162
2.078369565E8	0.12572320150801286
2.156798605E8	0.1182290386316089
2.235227645E8	0.11872056574962539
2.313656685E8	0.14226171836350412
2.392085725E8	0.12671365096397966
2.46190323E8	0.1218714448933658
2.50111775E8	0.10787681870885969
2.548943805E8	0.10681285911443006
2.627372845E8	0.1069969745900243
2.705801885E8	0.10679883369731416
2.784230925E8	0.10695285827800519
2.862659965E8	0.09578773372720105
2.941089005E8	0.10012885533215758
3.019518045E8	0.09583031999371662
3.097947085E8	0.09576095793088886
3.176376125E8	0.10167254374145088
3.254805165E8	0.09511668127010098
3.333234205E8	0.09867786217962123
3.411663245E8	0.12322501971208624
3.490092285E8	0.10550785780369108
3.568521325E8	0.09377483136348475
3.646950365E8	0.09521154409132128
3.725379405E8	0.10279916724723394
3.803808445E8	0.10844388762121786
3.882237485E8	0.09287095698226065
3.960666525E8	0.09059539680710105
4.039095565E8	0.08985000963928667
4.117524605E8	0.09426368090187003
4.195953645E8	0.09133746887632438
4.274382685E8	0.09263979260743214
4.352811725E8	0.08968629477040647
4.431240765E8	0.08815165913034254
4.509669805E8	0.09291443577531996
4.588098845E8	0.09084555924693201
4.666527885E8	0.09940068117625818
4.744956925E8	0.09584052029707363
4.823385965E8	0.09953570769194676
4.893550215E8	0.1066776673011364
4.932764735E8	0.07737643666687236
4.980244045E8	0.09177620942446828
5.058673085E8	0.09823848411251751
